day,origin_country,destination_country,flight_count
2021-06-01,Croatia,Belgium,1
2021-06-01,Croatia,Finland,1
2021-06-01,Croatia,France,2
2021-06-01,Croatia,Germany,6
2021-06-01,Croatia,Italy,1
2021-06-01,Croatia,Netherlands,3
2021-06-01,Croatia,Poland,1
2021-06-01,Croatia,Slovakia,1
2021-06-01,Croatia,Slovenia,1
2021-06-01,Croatia,Spain,1
2021-06-01,Croatia,Switzerland,1
2021-06-01,Cyprus,Belgium,1
2021-06-01,Cyprus,Germany,3
2021-06-01,Cyprus,Greece,6
2021-06-01,Cyprus,Hungary,1
2021-06-01,Cyprus,Israel,3
2021-06-01,Cyprus,Italy,2
2021-06-01,Cyprus,Kuwait,1
2021-06-01,Cyprus,Lebanon,1
2021-06-01,Cyprus,Romania,1
2021-06-01,Cyprus,Russia,3
2021-06-01,Cyprus,Slovakia,1
2021-06-01,Cyprus,Slovenia,1
2021-06-01,Cyprus,Turkey,4
2021-06-01,Cyprus,Ukraine,3
2021-06-01,Cyprus,United Kingdom,5
2021-06-01,Czechia,Austria,1
2021-06-01,Czechia,Bulgaria,2
2021-06-01,Czechia,Cyprus,1
2021-06-01,Czechia,Finland,1
2021-06-01,Czechia,France,3
2021-06-01,Czechia,Germany,9
2021-06-01,Czechia,Greece,1
2021-06-01,Czechia,Hungary,2
2021-06-01,Czechia,Italy,2
2021-06-01,Czechia,Jersey,1
2021-06-01,Czechia,Morocco,1
2021-06-01,Czechia,Netherlands,2
2021-06-01,Czechia,Poland,1
2021-06-01,Czechia,Qatar,1
2021-06-01,Czechia,Russia,2
2021-06-01,Czechia,Spain,6
2021-06-01,Czechia,Sweden,1
2021-06-01,Czechia,Switzerland,1
2021-06-01,Czechia,Turkey,1
2021-06-01,Czechia,Ukraine,1
2021-06-01,Czechia,United Kingdom,2
2021-06-01,Czechia,Uzbekistan,1
2021-06-01,Denmark,Austria,2
2021-06-01,Denmark,Belgium,3
2021-06-01,Denmark,Estonia,1
2021-06-01,Denmark,Finland,2
2021-06-01,Denmark,France,5
2021-06-01,Denmark,Germany,14
2021-06-01,Denmark,Greece,1
2021-06-01,Denmark,Hungary,1
2021-06-01,Denmark,Iceland,1
2021-06-01,Denmark,Italy,4
2021-06-01,Denmark,Latvia,3
2021-06-01,Denmark,Netherlands,5
2021-06-01,Denmark,Norway,9
2021-06-01,Denmark,Poland,2
2021-06-01,Denmark,Qatar,2
2021-06-01,Denmark,Romania,2
2021-06-01,Denmark,Spain,9
2021-06-01,Denmark,Sweden,6
2021-06-01,Denmark,Switzerland,2
2021-06-01,Denmark,Turkey,2
2021-06-01,Denmark,Ukraine,2
2021-06-01,Denmark,United Kingdom,5
2021-06-01,Denmark,United States,5
2021-06-01,Egypt,Austria,2
2021-06-01,Egypt,Bahrain,3
2021-06-01,Egypt,France,2
2021-06-01,Egypt,Germany,2
2021-06-01,Egypt,Greece,2
2021-06-01,Egypt,Hungary,1
2021-06-01,Egypt,Italy,1
2021-06-01,Egypt,Qatar,1
2021-06-01,Egypt,Russia,1
2021-06-01,Egypt,Saudi Arabia,2
2021-06-01,Egypt,Spain,1
2021-06-01,Egypt,Switzerland,1
2021-06-01,Egypt,Turkey,3
2021-06-01,Egypt,United Arab Emirates,7
2021-06-01,Egypt,United Kingdom,2
2021-06-01,Egypt,United States,1
2021-06-01,Estonia,Austria,1
2021-06-01,Estonia,Finland,3
2021-06-01,Estonia,Germany,4
2021-06-01,Estonia,Italy,1
2021-06-01,Estonia,Latvia,2
2021-06-01,Estonia,Poland,2
2021-06-01,Estonia,Russia,1
2021-06-01,Estonia,Spain,1
2021-06-01,Estonia,Switzerland,1
2021-06-01,Estonia,Ukraine,1
2021-06-01,Estonia,United Kingdom,2
2021-06-01,Finland,Austria,1
2021-06-01,Finland,Belgium,1
2021-06-01,Finland,Czechia,1
2021-06-01,Finland,Denmark,2
2021-06-01,Finland,Estonia,3
2021-06-01,Finland,France,1
2021-06-01,Finland,Germany,5
2021-06-01,Finland,Greece,1
2021-06-01,Finland,Hungary,1
2021-06-01,Finland,Italy,2
2021-06-01,Finland,Japan,3
2021-06-01,Finland,Latvia,1
2021-06-01,Finland,Netherlands,3
2021-06-01,Finland,Norway,2
2021-06-01,Finland,Romania,1
2021-06-01,Finland,Russia,4
2021-06-01,Finland,Spain,1
2021-06-01,Finland,Sweden,7
2021-06-01,Finland,Turkey,1
2021-06-01,Finland,Ukraine,1
2021-06-01,Finland,United Kingdom,2
2021-06-01,France,Algeria,5
2021-06-01,France,Austria,3
2021-06-01,France,Belarus,1
2021-06-01,France,Belgium,19
2021-06-01,France,Bulgaria,1
2021-06-01,France,Canada,3
2021-06-01,France,Croatia,2
2021-06-01,France,Cyprus,1
2021-06-01,France,Czechia,5
2021-06-01,France,Denmark,3
2021-06-01,France,Finland,1
2021-06-01,France,Germany,39
2021-06-01,France,Greece,5
2021-06-01,France,Guernsey,1
2021-06-01,France,Hungary,1
2021-06-01,France,Iceland,1
2021-06-01,France,India,3
2021-06-01,France,Ireland,1
2021-06-01,France,Israel,3
2021-06-01,France,Italy,31
2021-06-01,France,Japan,1
2021-06-01,France,Latvia,1
2021-06-01,France,Lithuania,1
2021-06-01,France,Luxembourg,5
2021-06-01,France,Mali,1
2021-06-01,France,Malta,5
2021-06-01,France,Mexico,1
2021-06-01,France,Morocco,2
2021-06-01,France,Netherlands,12
2021-06-01,France,Norway,1
2021-06-01,France,Panama,1
2021-06-01,France,Poland,6
2021-06-01,France,Portugal,21
2021-06-01,France,Qatar,3
2021-06-01,France,Romania,3
2021-06-01,France,Russia,4
2021-06-01,France,Senegal,2
2021-06-01,France,Serbia,2
2021-06-01,France,Singapore,2
2021-06-01,France,Slovenia,1
2021-06-01,France,Spain,53
2021-06-01,France,Sweden,5
2021-06-01,France,Switzerland,19
2021-06-01,France,Taiwan,1
2021-06-01,France,Tunisia,4
2021-06-01,France,Turkey,7
2021-06-01,France,Ukraine,1
2021-06-01,France,United Arab Emirates,6
2021-06-01,France,United Kingdom,32
2021-06-01,France,United States,18
2021-06-01,French Polynesia,United States,1
2021-06-01,Gambia,Spain,1
2021-06-01,Germany,Austria,37
2021-06-01,Germany,Bahrain,1
2021-06-01,Germany,Belgium,22
2021-06-01,Germany,Brazil,3
2021-06-01,Germany,Bulgaria,3
2021-06-01,Germany,Canada,6
2021-06-01,Germany,China,1
2021-06-01,Germany,Croatia,7
2021-06-01,Germany,Cyprus,2
2021-06-01,Germany,Czechia,7
2021-06-01,Germany,Denmark,12
2021-06-01,Germany,Estonia,2
2021-06-01,Germany,Finland,6
2021-06-01,Germany,France,43
2021-06-01,Germany,Greece,15
2021-06-01,Germany,Hong Kong,6
2021-06-01,Germany,Hungary,7
2021-06-01,Germany,Iceland,1
2021-06-01,Germany,India,3
2021-06-01,Germany,Ireland,9
2021-06-01,Germany,Israel,5
2021-06-01,Germany,Italy,60
2021-06-01,Germany,Japan,3
2021-06-01,Germany,Kuwait,1
2021-06-01,Germany,Latvia,1
2021-06-01,Germany,Lithuania,6
2021-06-01,Germany,Luxembourg,3
2021-06-01,Germany,Malta,1
2021-06-01,Germany,Netherlands,29
2021-06-01,Germany,Norway,5
2021-06-01,Germany,Poland,22
2021-06-01,Germany,Portugal,12
2021-06-01,Germany,Qatar,3
2021-06-01,Germany,Romania,8
2021-06-01,Germany,Russia,11
2021-06-01,Germany,Serbia,2
2021-06-01,Germany,Singapore,2
2021-06-01,Germany,Slovakia,2
2021-06-01,Germany,Slovenia,1
2021-06-01,Germany,Spain,119
2021-06-01,Germany,Sweden,10
2021-06-01,Germany,Switzerland,32
2021-06-01,Germany,Taiwan,2
2021-06-01,Germany,Turkey,33
2021-06-01,Germany,Ukraine,5
2021-06-01,Germany,United Arab Emirates,11
2021-06-01,Germany,United Kingdom,41
2021-06-01,Germany,United States,33
2021-06-01,Greece,Austria,1
2021-06-01,Greece,Belgium,2
2021-06-01,Greece,Croatia,1
2021-06-01,Greece,Cyprus,4
2021-06-01,Greece,Czechia,1
2021-06-01,Greece,Finland,1
2021-06-01,Greece,France,1
2021-06-01,Greece,Germany,11
2021-06-01,Greece,Israel,1
2021-06-01,Greece,Italy,2
2021-06-01,Greece,Kuwait,1
2021-06-01,Greece,Malta,2
2021-06-01,Greece,Netherlands,2
2021-06-01,Greece,Poland,2
2021-06-01,Greece,Serbia,1
2021-06-01,Greece,Turkey,1
2021-06-01,Greece,Ukraine,1
2021-06-01,Greece,United Arab Emirates,1
2021-06-01,Greece,United Kingdom,8
2021-06-01,Guatemala,Canada,1
2021-06-01,Guatemala,Nicaragua,1
2021-06-01,Guatemala,Panama,3
2021-06-01,Guatemala,United States,4
2021-06-01,Guernsey,Spain,1
2021-06-01,Guernsey,United Kingdom,4
2021-06-01,Hong Kong,Australia,5
2021-06-01,Hong Kong,Bangladesh,1
2021-06-01,Hong Kong,Belgium,2
2021-06-01,Hong Kong,Brunei,1
2021-06-01,Hong Kong,Canada,1
2021-06-01,Hong Kong,China,1
2021-06-01,Hong Kong,Germany,6
2021-06-01,Hong Kong,India,4
2021-06-01,Hong Kong,Indonesia,1
2021-06-01,Hong Kong,Israel,2
2021-06-01,Hong Kong,Japan,18
2021-06-01,Hong Kong,Malaysia,3
2021-06-01,Hong Kong,New Zealand,1
2021-06-01,Hong Kong,Philippines,4
2021-06-01,Hong Kong,Qatar,4
2021-06-01,Hong Kong,Russia,1
2021-06-01,Hong Kong,Saudi Arabia,2
2021-06-01,Hong Kong,Singapore,10
2021-06-01,Hong Kong,Switzerland,1
2021-06-01,Hong Kong,Taiwan,19
2021-06-01,Hong Kong,Turkey,1
2021-06-01,Hong Kong,United Arab Emirates,6
2021-06-01,Hong Kong,United Kingdom,4
2021-06-01,Hong Kong,United States,15
2021-06-01,Hong Kong,Vietnam,4
2021-06-01,Hungary,Austria,1
2021-06-01,Hungary,Belgium,1
2021-06-01,Hungary,Cyprus,1
2021-06-01,Hungary,Czechia,3
2021-06-01,Hungary,Denmark,1
2021-06-01,Hungary,Finland,1
2021-06-01,Hungary,France,2
2021-06-01,Hungary,Germany,8
2021-06-01,Hungary,Israel,1
2021-06-01,Hungary,Italy,3
2021-06-01,Hungary,Netherlands,5
2021-06-01,Hungary,Portugal,2
2021-06-01,Hungary,Russia,1
2021-06-01,Hungary,Serbia,1
2021-06-01,Hungary,Slovakia,1
2021-06-01,Hungary,Sweden,1
2021-06-01,Hungary,Turkey,1
2021-06-01,Hungary,United Kingdom,5
2021-06-01,Iceland,Belgium,2
2021-06-01,Iceland,Denmark,1
2021-06-01,Iceland,France,1
2021-06-01,Iceland,Germany,2
2021-06-01,Iceland,Ireland,1
2021-06-01,Iceland,Netherlands,1
2021-06-01,Iceland,Poland,1
2021-06-01,Iceland,United Kingdom,3
2021-06-01,Iceland,United States,7
2021-06-01,India,Bahrain,3
2021-06-01,India,France,1
2021-06-01,India,Germany,5
2021-06-01,India,Hong Kong,3
2021-06-01,India,Japan,1
2021-06-01,India,Kuwait,2
2021-06-01,India,Netherlands,1
2021-06-01,India,Qatar,16
2021-06-01,India,Singapore,5
2021-06-01,India,Switzerland,1
2021-06-01,India,Taiwan,1
2021-06-01,India,Thailand,1
2021-06-01,India,Turkey,3
2021-06-01,India,United Arab Emirates,20
2021-06-01,India,United Kingdom,4
2021-06-01,India,United States,6
2021-06-01,India,Vietnam,1
2021-06-01,Indonesia,Australia,1
2021-06-01,Indonesia,China,1
2021-06-01,Indonesia,Hong Kong,2
2021-06-01,Indonesia,Japan,1
2021-06-01,Indonesia,Malaysia,3
2021-06-01,Indonesia,Singapore,8
2021-06-01,Indonesia,United Arab Emirates,1
2021-06-01,Indonesia,Vietnam,1
2021-06-01,Iraq,Kuwait,1
2021-06-01,Iraq,Qatar,1
2021-06-01,Iraq,Turkey,1
2021-06-01,Iraq,United Arab Emirates,1
2021-06-01,Ireland,Belgium,2
2021-06-01,Ireland,Canada,1
2021-06-01,Ireland,Denmark,1
2021-06-01,Ireland,France,1
2021-06-01,Ireland,Germany,10
2021-06-01,Ireland,Italy,2
2021-06-01,Ireland,Lithuania,1
2021-06-01,Ireland,Malta,2
2021-06-01,Ireland,Netherlands,4
2021-06-01,Ireland,Poland,4
2021-06-01,Ireland,Portugal,3
2021-06-01,Ireland,Qatar,1
2021-06-01,Ireland,Spain,8
2021-06-01,Ireland,Turkey,1
2021-06-01,Ireland,United Kingdom,18
2021-06-01,Ireland,United States,8
2021-06-01,Isle of Man,Ireland,1
2021-06-01,Israel,Austria,1
2021-06-01,Israel,Belgium,3
2021-06-01,Israel,Bulgaria,1
2021-06-01,Israel,Cyprus,3
2021-06-01,Israel,France,6
2021-06-01,Israel,Germany,5
2021-06-01,Israel,Greece,5
2021-06-01,Israel,Hong Kong,1
2021-06-01,Israel,Italy,1
2021-06-01,Israel,Netherlands,1
2021-06-01,Israel,Poland,1
2021-06-01,Israel,Russia,2
2021-06-01,Israel,Serbia,1
2021-06-01,Israel,Spain,1
2021-06-01,Israel,Switzerland,1
2021-06-01,Israel,Turkey,8
2021-06-01,Israel,Ukraine,2
2021-06-01,Israel,United Arab Emirates,4
2021-06-01,Israel,United Kingdom,4
2021-06-01,Israel,United States,10
2021-06-01,Italy,Algeria,1
2021-06-01,Italy,Austria,10
2021-06-01,Italy,Belgium,14
2021-06-01,Italy,Croatia,1
2021-06-01,Italy,Cyprus,1
2021-06-01,Italy,Czechia,2
2021-06-01,Italy,Denmark,3
2021-06-01,Italy,Egypt,1
2021-06-01,Italy,Estonia,1
2021-06-01,Italy,Finland,2
2021-06-01,Italy,France,28
2021-06-01,Italy,Germany,60
2021-06-01,Italy,Greece,3
2021-06-01,Italy,Hungary,4
2021-06-01,Italy,Ireland,2
2021-06-01,Italy,Israel,2
2021-06-01,Italy,Latvia,1
2021-06-01,Italy,Lithuania,3
2021-06-01,Italy,Luxembourg,1
2021-06-01,Italy,Mali,1
2021-06-01,Italy,Malta,6
2021-06-01,Italy,Netherlands,14
2021-06-01,Italy,Poland,7
2021-06-01,Italy,Portugal,9
2021-06-01,Italy,Qatar,4
2021-06-01,Italy,Romania,9
2021-06-01,Italy,Russia,3
2021-06-01,Italy,Senegal,1
2021-06-01,Italy,Serbia,1
2021-06-01,Italy,Slovakia,1
2021-06-01,Italy,Slovenia,2
2021-06-01,Italy,Spain,54
2021-06-01,Italy,Sweden,1
2021-06-01,Italy,Switzerland,21
2021-06-01,Italy,Turkey,7
2021-06-01,Italy,Ukraine,4
2021-06-01,Italy,United Arab Emirates,3
2021-06-01,Italy,United Kingdom,32
2021-06-01,Italy,United States,10
2021-06-01,Japan,Australia,4
2021-06-01,Japan,Belgium,2
2021-06-01,Japan,Canada,1
2021-06-01,Japan,China,1
2021-06-01,Japan,Finland,1
2021-06-01,Japan,France,2
2021-06-01,Japan,Germany,2
2021-06-01,Japan,Hong Kong,18
2021-06-01,Japan,Indonesia,2
2021-06-01,Japan,Netherlands,1
2021-06-01,Japan,Philippines,7
2021-06-01,Japan,Qatar,1
2021-06-01,Japan,Singapore,7
2021-06-01,Japan,Taiwan,16
2021-06-01,Japan,United Kingdom,3
2021-06-01,Japan,United States,35
2021-06-01,Japan,Vietnam,3
2021-06-01,Jersey,Belgium,1
2021-06-01,Jersey,France,1
2021-06-01,Jersey,Guernsey,1
2021-06-01,Jersey,Portugal,2
2021-06-01,Jersey,United Kingdom,15
2021-06-01,Kazakhstan,United Arab Emirates,2
2021-06-01,Kuwait,Bahrain,6
2021-06-01,Kuwait,Belgium,1
2021-06-01,Kuwait,Greece,1
2021-06-01,Kuwait,India,2
2021-06-01,Kuwait,Italy,1
2021-06-01,Kuwait,Lebanon,2
2021-06-01,Kuwait,Qatar,6
2021-06-01,Kuwait,Saudi Arabia,4
2021-06-01,Kuwait,Turkey,5
2021-06-01,Kuwait,United Arab Emirates,11
2021-06-01,Kuwait,United Kingdom,1
2021-06-01,Kyrgyzstan,Russia,1
2021-06-01,Latvia,Czechia,1
2021-06-01,Latvia,Denmark,2
2021-06-01,Latvia,Estonia,2
2021-06-01,Latvia,France,2
2021-06-01,Latvia,Germany,2
2021-06-01,Latvia,Greece,1
2021-06-01,Latvia,Italy,1
2021-06-01,Latvia,Lithuania,3
2021-06-01,Latvia,Netherlands,1
2021-06-01,Latvia,Norway,2
2021-06-01,Latvia,Portugal,1
2021-06-01,Latvia,Russia,6
2021-06-01,Latvia,Spain,4
2021-06-01,Latvia,Sweden,2
2021-06-01,Latvia,United Kingdom,4
2021-06-01,Lebanon,Cyprus,1
2021-06-01,Lebanon,Egypt,1
2021-06-01,Lebanon,France,3
2021-06-01,Lebanon,Germany,2
2021-06-01,Lebanon,Iraq,1
2021-06-01,Lebanon,Kuwait,1
2021-06-01,Lebanon,Qatar,3
2021-06-01,Lebanon,Romania,1
2021-06-01,Lebanon,Turkey,7
2021-06-01,Lebanon,United Arab Emirates,6
2021-06-01,Lithuania,France,1
2021-06-01,Lithuania,Germany,5
2021-06-01,Lithuania,Ireland,1
2021-06-01,Lithuania,Italy,4
2021-06-01,Lithuania,Latvia,3
2021-06-01,Lithuania,Netherlands,1
2021-06-01,Lithuania,Poland,4
2021-06-01,Lithuania,Portugal,1
2021-06-01,Lithuania,Romania,1
2021-06-01,Lithuania,Spain,1
2021-06-01,Lithuania,Sweden,1
2021-06-01,Lithuania,Turkey,1
2021-06-01,Lithuania,Ukraine,5
2021-06-01,Lithuania,United Kingdom,5
2021-06-01,Luxembourg,Austria,1
2021-06-01,Luxembourg,Brazil,2
2021-06-01,Luxembourg,France,5
2021-06-01,Luxembourg,Germany,4
2021-06-01,Luxembourg,Greece,1
2021-06-01,Luxembourg,Italy,3
2021-06-01,Luxembourg,Netherlands,3
2021-06-01,Luxembourg,Portugal,2
2021-06-01,Luxembourg,Qatar,3
2021-06-01,Luxembourg,South Africa,2
2021-06-01,Luxembourg,Spain,4
2021-06-01,Luxembourg,Sweden,1
2021-06-01,Luxembourg,Thailand,1
2021-06-01,Luxembourg,United Arab Emirates,2
2021-06-01,Luxembourg,United Kingdom,1
2021-06-01,Luxembourg,United States,2
2021-06-01,Macau,China,1
2021-06-01,Macau,Russia,1
2021-06-01,Macau,Taiwan,1
2021-06-01,Malaysia,Austria,1
2021-06-01,Malaysia,Bangladesh,2
2021-06-01,Malaysia,Hong Kong,10
2021-06-01,Malaysia,India,2
2021-06-01,Malaysia,Indonesia,1
2021-06-01,Malaysia,Japan,2
2021-06-01,Malaysia,New Zealand,2
2021-06-01,Malaysia,Qatar,2
2021-06-01,Malaysia,Singapore,9
2021-06-01,Malaysia,Taiwan,3
2021-06-01,Malaysia,United Arab Emirates,2
2021-06-01,Mali,Algeria,1
2021-06-01,Mali,France,1
2021-06-01,Mali,Italy,1
2021-06-01,Mali,Senegal,1
2021-06-01,Mali,Spain,1
2021-06-01,Mali,Turkey,1
2021-06-01,Malta,Austria,1
2021-06-01,Malta,France,3
2021-06-01,Malta,Germany,1
2021-06-01,Malta,Greece,1
2021-06-01,Malta,Italy,6
2021-06-01,Malta,Latvia,1
2021-06-01,Malta,Poland,1
2021-06-01,Malta,Russia,2
2021-06-01,Malta,Senegal,1
2021-06-01,Malta,Spain,2
2021-06-01,Malta,Turkey,1
2021-06-01,Malta,United Arab Emirates,1
2021-06-01,Malta,United Kingdom,5
2021-06-01,Mexico,Colombia,1
2021-06-01,Mexico,Turkey,1
2021-06-01,Mexico,United States,45
2021-06-01,Morocco,France,2
2021-06-01,Morocco,Qatar,1
2021-06-01,Morocco,Senegal,2
2021-06-01,Morocco,Spain,2
2021-06-01,Morocco,Turkey,1
2021-06-01,Morocco,United Arab Emirates,1
2021-06-01,Morocco,United States,1
2021-06-01,Netherlands,Austria,4
2021-06-01,Netherlands,Bahrain,1
2021-06-01,Netherlands,Belgium,7
2021-06-01,Netherlands,Brazil,2
2021-06-01,Netherlands,Bulgaria,1
2021-06-01,Netherlands,Canada,2
2021-06-01,Netherlands,China,2
2021-06-01,Netherlands,Croatia,3
2021-06-01,Netherlands,Czechia,3
2021-06-01,Netherlands,Denmark,6
2021-06-01,Netherlands,Finland,3
2021-06-01,Netherlands,France,11
2021-06-01,Netherlands,Germany,28
2021-06-01,Netherlands,Greece,3
2021-06-01,Netherlands,Hong Kong,2
2021-06-01,Netherlands,Hungary,3
2021-06-01,Netherlands,Ireland,4
2021-06-01,Netherlands,Israel,1
2021-06-01,Netherlands,Italy,14
2021-06-01,Netherlands,Japan,1
2021-06-01,Netherlands,Latvia,1
2021-06-01,Netherlands,Lithuania,1
2021-06-01,Netherlands,Luxembourg,3
2021-06-01,Netherlands,Norway,4
2021-06-01,Netherlands,Panama,1
2021-06-01,Netherlands,Philippines,1
2021-06-01,Netherlands,Poland,7
2021-06-01,Netherlands,Portugal,7
2021-06-01,Netherlands,Qatar,2
2021-06-01,Netherlands,Romania,3
2021-06-01,Netherlands,Russia,3
2021-06-01,Netherlands,Serbia,1
2021-06-01,Netherlands,Singapore,2
2021-06-01,Netherlands,South Africa,1
2021-06-01,Netherlands,Spain,26
2021-06-01,Netherlands,Sweden,4
2021-06-01,Netherlands,Switzerland,7
2021-06-01,Netherlands,Turkey,6
2021-06-01,Netherlands,Ukraine,2
2021-06-01,Netherlands,United Arab Emirates,4
2021-06-01,Netherlands,United Kingdom,18
