,origin,destination,day,origin_country,destination_country
145322,DAAG,LFPG,2020-04-01 00:00:00+00:00,Algeria,France
18,SAEZ,LOWW,2020-04-01 00:00:00+00:00,Argentina,Austria
205890,SAEZ,EBLG,2020-04-01 00:00:00+00:00,Argentina,Belgium
268858,SAEZ,SBKP,2020-04-01 00:00:00+00:00,Argentina,Brazil
144009,SAEZ,LFPG,2020-04-01 00:00:00+00:00,Argentina,France
145880,SAEZ,KMIA,2020-04-01 00:00:00+00:00,Argentina,United States
279644,UDYZ,EDDN,2020-04-01 00:00:00+00:00,Armenia,Germany
207152,UDYZ,UUDD,2020-04-01 00:00:00+00:00,Armenia,Russia
0,YSSY,LOWW,2020-04-01 00:00:00+00:00,Australia,Austria
4492,YSSY,CYVR,2020-04-01 00:00:00+00:00,Australia,Canada
11955,YSSY,VHHH,2020-04-01 00:00:00+00:00,Australia,Hong Kong
11956,YSSY,VHHH,2020-04-01 00:00:00+00:00,Australia,Hong Kong
12346,YMML,VHHH,2020-04-01 00:00:00+00:00,Australia,Hong Kong
12347,YMML,VHHH,2020-04-01 00:00:00+00:00,Australia,Hong Kong
15094,YBCG,VHHH,2020-04-01 00:00:00+00:00,Australia,Hong Kong
21598,YSSY,RJTE,2020-04-01 00:00:00+00:00,Australia,Japan
21706,YSSY,WMKK,2020-04-01 00:00:00+00:00,Australia,Malaysia
9842,YSSY,NZAA,2020-04-01 00:00:00+00:00,Australia,New Zealand
9843,YSSY,NZAA,2020-04-01 00:00:00+00:00,Australia,New Zealand
9844,YSSY,NZAA,2020-04-01 00:00:00+00:00,Australia,New Zealand
9845,YSSY,NZAA,2020-04-01 00:00:00+00:00,Australia,New Zealand
10007,YMML,NZAA,2020-04-01 00:00:00+00:00,Australia,New Zealand
302533,YPPH,RPLC,2020-04-01 00:00:00+00:00,Australia,Philippines
494,YSSY,OTHH,2020-04-01 00:00:00+00:00,Australia,Qatar
495,YSSY,OTHH,2020-04-01 00:00:00+00:00,Australia,Qatar
681,YMML,OTHH,2020-04-01 00:00:00+00:00,Australia,Qatar
682,YMML,OTHH,2020-04-01 00:00:00+00:00,Australia,Qatar
735,YBBN,OTHH,2020-04-01 00:00:00+00:00,Australia,Qatar
873,YPPH,OTHH,2020-04-01 00:00:00+00:00,Australia,Qatar
874,YPPH,OTHH,2020-04-01 00:00:00+00:00,Australia,Qatar
875,YPPH,OTHH,2020-04-01 00:00:00+00:00,Australia,Qatar
15988,YSSY,WSSS,2020-04-01 00:00:00+00:00,Australia,Singapore
15989,YSSY,WSSS,2020-04-01 00:00:00+00:00,Australia,Singapore
16107,YMML,WSSS,2020-04-01 00:00:00+00:00,Australia,Singapore
19045,YSSY,RKSI,2020-04-01 00:00:00+00:00,Australia,South Korea
19046,YSSY,RKSI,2020-04-01 00:00:00+00:00,Australia,South Korea
22939,YBBN,RCTP,2020-04-01 00:00:00+00:00,Australia,Taiwan
18116,YSSY,VTBS,2020-04-01 00:00:00+00:00,Australia,Thailand
18188,YMML,VTBS,2020-04-01 00:00:00+00:00,Australia,Thailand
30215,YMML,OMDB,2020-04-01 00:00:00+00:00,Australia,United Arab Emirates
6626,YSSY,KSFO,2020-04-01 00:00:00+00:00,Australia,United States
251874,KOKB,KSEE,2020-04-01 00:00:00+00:00,Australia,United States
253569,KOKB,KCRQ,2020-04-01 00:00:00+00:00,Australia,United States
253570,KOKB,KCRQ,2020-04-01 00:00:00+00:00,Australia,United States
345648,KOKB,KNFG,2020-04-01 00:00:00+00:00,Australia,United States
301073,LOWW,UMMS,2020-04-01 00:00:00+00:00,Austria,Belarus
206328,LOWW,EBLG,2020-04-01 00:00:00+00:00,Austria,Belgium
265484,LOWG,LCLK,2020-04-01 00:00:00+00:00,Austria,Cyprus
278375,LOWW,LFPB,2020-04-01 00:00:00+00:00,Austria,France
27393,LOWW,EDDF,2020-04-01 00:00:00+00:00,Austria,Germany
27394,LOWW,EDDF,2020-04-01 00:00:00+00:00,Austria,Germany
27395,LOWW,EDDF,2020-04-01 00:00:00+00:00,Austria,Germany
204577,LOWW,EDDK,2020-04-01 00:00:00+00:00,Austria,Germany
227977,LOWL,EDDP,2020-04-01 00:00:00+00:00,Austria,Germany
238321,LOWW,EDDM,2020-04-01 00:00:00+00:00,Austria,Germany
277393,LOWW,EDDL,2020-04-01 00:00:00+00:00,Austria,Germany
277676,LOWS,EDDL,2020-04-01 00:00:00+00:00,Austria,Germany
258783,LOWW,LGAV,2020-04-01 00:00:00+00:00,Austria,Greece
264501,LOWW,LHBP,2020-04-01 00:00:00+00:00,Austria,Hungary
185716,LOWW,LIMC,2020-04-01 00:00:00+00:00,Austria,Italy
260386,LOWW,LIRF,2020-04-01 00:00:00+00:00,Austria,Italy
263022,LOWW,ENGM,2020-04-01 00:00:00+00:00,Austria,Norway
1945,LOWW,OTHH,2020-04-01 00:00:00+00:00,Austria,Qatar
52419,LOWW,UUEE,2020-04-01 00:00:00+00:00,Austria,Russia
306212,LOWW,LYBT,2020-04-01 00:00:00+00:00,Austria,Serbia
274933,LOWW,LJLJ,2020-04-01 00:00:00+00:00,Austria,Slovenia
265240,LOWW,LEVC,2020-04-01 00:00:00+00:00,Austria,Spain
265140,LOWW,UKBB,2020-04-01 00:00:00+00:00,Austria,Ukraine
227387,OBBI,EDDP,2020-04-01 00:00:00+00:00,Bahrain,Germany
227388,OBBI,EDDP,2020-04-01 00:00:00+00:00,Bahrain,Germany
15098,OBBI,VHHH,2020-04-01 00:00:00+00:00,Bahrain,Hong Kong
15099,OBBI,VHHH,2020-04-01 00:00:00+00:00,Bahrain,Hong Kong
15100,OBBI,VHHH,2020-04-01 00:00:00+00:00,Bahrain,Hong Kong
259560,OBBI,VOCI,2020-04-01 00:00:00+00:00,Bahrain,India
301211,OBBI,OETH,2020-04-01 00:00:00+00:00,Bahrain,Saudi Arabia
31049,OBBI,OMDB,2020-04-01 00:00:00+00:00,Bahrain,United Arab Emirates
31050,OBBI,OMDB,2020-04-01 00:00:00+00:00,Bahrain,United Arab Emirates
31051,OBBI,OMDB,2020-04-01 00:00:00+00:00,Bahrain,United Arab Emirates
31052,OBBI,OMDB,2020-04-01 00:00:00+00:00,Bahrain,United Arab Emirates
31053,OBBI,OMDB,2020-04-01 00:00:00+00:00,Bahrain,United Arab Emirates
67388,OBBI,EGLL,2020-04-01 00:00:00+00:00,Bahrain,United Kingdom
51911,VGTJ,WSSL,2020-04-01 00:00:00+00:00,Bangladesh,Singapore
50871,TBPB,CYYZ,2020-04-01 00:00:00+00:00,Barbados,Canada
342,UMMS,LOWW,2020-04-01 00:00:00+00:00,Belarus,Austria
343,UMMS,LOWW,2020-04-01 00:00:00+00:00,Belarus,Austria
145004,UMMS,LFPG,2020-04-01 00:00:00+00:00,Belarus,France
267738,UMMS,EDDV,2020-04-01 00:00:00+00:00,Belarus,Germany
277154,UMMS,EDDB,2020-04-01 00:00:00+00:00,Belarus,Germany
267947,UMMS,EYVI,2020-04-01 00:00:00+00:00,Belarus,Lithuania
306215,UMMS,LYBT,2020-04-01 00:00:00+00:00,Belarus,Serbia
259420,UMMS,OMDW,2020-04-01 00:00:00+00:00,Belarus,United Arab Emirates
239046,UMMS,EGSS,2020-04-01 00:00:00+00:00,Belarus,United Kingdom
268014,UMMS,EGKK,2020-04-01 00:00:00+00:00,Belarus,United Kingdom
273988,UMMS,EGGW,2020-04-01 00:00:00+00:00,Belarus,United Kingdom
256,EBLG,LOWW,2020-04-01 00:00:00+00:00,Belgium,Austria
264746,EBLG,LKPR,2020-04-01 00:00:00+00:00,Belgium,Czech Republic
246312,EBBR,EKCH,2020-04-01 00:00:00+00:00,Belgium,Denmark
261068,EBLG,EFHK,2020-04-01 00:00:00+00:00,Belgium,Finland
144799,EBLG,LFPG,2020-04-01 00:00:00+00:00,Belgium,France
274254,EBLG,LFLL,2020-04-01 00:00:00+00:00,Belgium,France
275911,EBLG,LFMY,2020-04-01 00:00:00+00:00,Belgium,France
276847,EBBR,LFBD,2020-04-01 00:00:00+00:00,Belgium,France
278359,EBBR,LFPB,2020-04-01 00:00:00+00:00,Belgium,France
278454,EBKT,LFPB,2020-04-01 00:00:00+00:00,Belgium,France
312446,EBOS,LFQQ,2020-04-01 00:00:00+00:00,Belgium,France
26543,EBBR,EDDF,2020-04-01 00:00:00+00:00,Belgium,Germany
26544,EBBR,EDDF,2020-04-01 00:00:00+00:00,Belgium,Germany
204982,EBOS,EDDK,2020-04-01 00:00:00+00:00,Belgium,Germany
226624,EBBR,EDDP,2020-04-01 00:00:00+00:00,Belgium,Germany
226625,EBBR,EDDP,2020-04-01 00:00:00+00:00,Belgium,Germany
226626,EBBR,EDDP,2020-04-01 00:00:00+00:00,Belgium,Germany
226627,EBBR,EDDP,2020-04-01 00:00:00+00:00,Belgium,Germany
226628,EBBR,EDDP,2020-04-01 00:00:00+00:00,Belgium,Germany
267715,EBLG,EDDV,2020-04-01 00:00:00+00:00,Belgium,Germany
277129,EBLG,EDDB,2020-04-01 00:00:00+00:00,Belgium,Germany
279542,EBLG,EDDN,2020-04-01 00:00:00+00:00,Belgium,Germany
353904,EBLG,EDGE,2020-04-01 00:00:00+00:00,Belgium,Germany
258709,EBBR,LGAV,2020-04-01 00:00:00+00:00,Belgium,Greece
258710,EBBR,LGAV,2020-04-01 00:00:00+00:00,Belgium,Greece
258753,EBLG,LGAV,2020-04-01 00:00:00+00:00,Belgium,Greece
264388,EBBR,LHBP,2020-04-01 00:00:00+00:00,Belgium,Hungary
142692,EBLG,BIKF,2020-04-01 00:00:00+00:00,Belgium,Iceland
142693,EBLG,BIKF,2020-04-01 00:00:00+00:00,Belgium,Iceland
64452,EBLG,EIDW,2020-04-01 00:00:00+00:00,Belgium,Ireland
185633,EBLG,LIMC,2020-04-01 00:00:00+00:00,Belgium,Italy
274557,EBLG,LIRA,2020-04-01 00:00:00+00:00,Belgium,Italy
275587,EBLG,LIPZ,2020-04-01 00:00:00+00:00,Belgium,Italy
49638,EBLG,EHAM,2020-04-01 00:00:00+00:00,Belgium,Netherlands
353926,EBOS,EHMZ,2020-04-01 00:00:00+00:00,Belgium,Netherlands
142924,EBLG,EPWA,2020-04-01 00:00:00+00:00,Belgium,Poland
265984,EBLG,EPKT,2020-04-01 00:00:00+00:00,Belgium,Poland
279910,EBLG,LPPR,2020-04-01 00:00:00+00:00,Belgium,Portugal
1276,EBBR,OTHH,2020-04-01 00:00:00+00:00,Belgium,Qatar
1277,EBBR,OTHH,2020-04-01 00:00:00+00:00,Belgium,Qatar
1724,EBLG,OTHH,2020-04-01 00:00:00+00:00,Belgium,Qatar
1725,EBLG,OTHH,2020-04-01 00:00:00+00:00,Belgium,Qatar
276107,EBLG,OTBH,2020-04-01 00:00:00+00:00,Belgium,Qatar
258395,EBLG,LROP,2020-04-01 00:00:00+00:00,Belgium,Romania
20325,EBBR,RKSI,2020-04-01 00:00:00+00:00,Belgium,South Korea
229075,EBBR,LEMD,2020-04-01 00:00:00+00:00,Belgium,Spain
229076,EBBR,LEMD,2020-04-01 00:00:00+00:00,Belgium,Spain
229290,EBLG,LEMD,2020-04-01 00:00:00+00:00,Belgium,Spain
250475,EBLG,LEBL,2020-04-01 00:00:00+00:00,Belgium,Spain
215933,EBLG,ESSA,2020-04-01 00:00:00+00:00,Belgium,Sweden
311094,EBLG,ESGG,2020-04-01 00:00:00+00:00,Belgium,Sweden
316286,EBLG,ESMS,2020-04-01 00:00:00+00:00,Belgium,Sweden
353914,EBLG,LTFJ,2020-04-01 00:00:00+00:00,Belgium,Turkey
30996,EBLG,OMDB,2020-04-01 00:00:00+00:00,Belgium,United Arab Emirates
238966,EBLG,EGSS,2020-04-01 00:00:00+00:00,Belgium,United Kingdom
269475,EBBR,EGNX,2020-04-01 00:00:00+00:00,Belgium,United Kingdom
269476,EBBR,EGNX,2020-04-01 00:00:00+00:00,Belgium,United Kingdom
269757,EBLG,EGNX,2020-04-01 00:00:00+00:00,Belgium,United Kingdom
273908,EBBR,EGGW,2020-04-01 00:00:00+00:00,Belgium,United Kingdom
85311,EBLG,KJFK,2020-04-01 00:00:00+00:00,Belgium,United States
146188,EBBR,KMIA,2020-04-01 00:00:00+00:00,Belgium,United States
146189,EBBR,KMIA,2020-04-01 00:00:00+00:00,Belgium,United States
317821,PABV,PAMR,2020-04-01 00:00:00+00:00,Belize,United States
70023,TXKF,KEWR,2020-04-01 00:00:00+00:00,Bermuda,United States
45853,SBGR,SAEZ,2020-04-01 00:00:00+00:00,Brazil,Argentina
45894,SBKP,SAEZ,2020-04-01 00:00:00+00:00,Brazil,Argentina
144613,SBGR,LFPG,2020-04-01 00:00:00+00:00,Brazil,France
26952,SBGR,EDDF,2020-04-01 00:00:00+00:00,Brazil,Germany
260243,SBGR,LIRF,2020-04-01 00:00:00+00:00,Brazil,Italy
49552,SBKP,EHAM,2020-04-01 00:00:00+00:00,Brazil,Netherlands
220368,SBGR,LPPT,2020-04-01 00:00:00+00:00,Brazil,Portugal
220369,SBGR,LPPT,2020-04-01 00:00:00+00:00,Brazil,Portugal
30938,SBGR,OMDB,2020-04-01 00:00:00+00:00,Brazil,United Arab Emirates
67053,SBGR,EGLL,2020-04-01 00:00:00+00:00,Brazil,United Kingdom
67054,SBGR,EGLL,2020-04-01 00:00:00+00:00,Brazil,United Kingdom
257932,SDCO,EGLF,2020-04-01 00:00:00+00:00,Brazil,United Kingdom
72349,SBKP,KDFW,2020-04-01 00:00:00+00:00,Brazil,United States
81349,SBGR,KIAH,2020-04-01 00:00:00+00:00,Brazil,United States
86992,SBGR,KBOS,2020-04-01 00:00:00+00:00,Brazil,United States
117218,SBGR,KATL,2020-04-01 00:00:00+00:00,Brazil,United States
146092,SBBR,KMIA,2020-04-01 00:00:00+00:00,Brazil,United States
146703,SBGR,KMIA,2020-04-01 00:00:00+00:00,Brazil,United States
146859,SBKP,KMIA,2020-04-01 00:00:00+00:00,Brazil,United States
146860,SBKP,KMIA,2020-04-01 00:00:00+00:00,Brazil,United States
146862,SBKP,KMIA,2020-04-01 00:00:00+00:00,Brazil,United States
46277,WBSB,RPLL,2020-04-01 00:00:00+00:00,Brunei,Philippines
16528,WBSB,WSSS,2020-04-01 00:00:00+00:00,Brunei,Singapore
16529,WBSB,WSSS,2020-04-01 00:00:00+00:00,Brunei,Singapore
17569,CYVR,YSSY,2020-04-01 00:00:00+00:00,Canada,Australia
313433,CYYZ,MROC,2020-04-01 00:00:00+00:00,Canada,Costa Rica
144899,CYUL,LFPG,2020-04-01 00:00:00+00:00,Canada,France
27176,CYYZ,EDDF,2020-04-01 00:00:00+00:00,Canada,Germany
14994,CYVR,VHHH,2020-04-01 00:00:00+00:00,Canada,Hong Kong
68399,CYYC,ELLX,2020-04-01 00:00:00+00:00,Canada,Luxembourg
49622,CYYZ,EHAM,2020-04-01 00:00:00+00:00,Canada,Netherlands
49641,CYYC,EHAM,2020-04-01 00:00:00+00:00,Canada,Netherlands
311871,CYYC,EHRD,2020-04-01 00:00:00+00:00,Canada,Netherlands
10119,CYVR,NZAA,2020-04-01 00:00:00+00:00,Canada,New Zealand
279909,CYYZ,LPPR,2020-04-01 00:00:00+00:00,Canada,Portugal
311629,CYYZ,LPFR,2020-04-01 00:00:00+00:00,Canada,Portugal
21335,CYVR,RKSI,2020-04-01 00:00:00+00:00,Canada,South Korea
24316,CYVR,RCTP,2020-04-01 00:00:00+00:00,Canada,Taiwan
67221,CYYZ,EGLL,2020-04-01 00:00:00+00:00,Canada,United Kingdom
8447,CYVR,KSFO,2020-04-01 00:00:00+00:00,Canada,United States
8448,CYVR,KSFO,2020-04-01 00:00:00+00:00,Canada,United States
8449,CYVR,KSFO,2020-04-01 00:00:00+00:00,Canada,United States
8450,CYVR,KSFO,2020-04-01 00:00:00+00:00,Canada,United States
8715,CYYZ,KSFO,2020-04-01 00:00:00+00:00,Canada,United States
8716,CYYZ,KSFO,2020-04-01 00:00:00+00:00,Canada,United States
35388,CYVR,KLAX,2020-04-01 00:00:00+00:00,Canada,United States
35389,CYVR,KLAX,2020-04-01 00:00:00+00:00,Canada,United States
35390,CYVR,KLAX,2020-04-01 00:00:00+00:00,Canada,United States
35621,CYYZ,KLAX,2020-04-01 00:00:00+00:00,Canada,United States
43543,CYVR,KSDF,2020-04-01 00:00:00+00:00,Canada,United States
43851,CYYZ,KSDF,2020-04-01 00:00:00+00:00,Canada,United States
43915,CYYC,KSDF,2020-04-01 00:00:00+00:00,Canada,United States
45314,CYMX,KSDF,2020-04-01 00:00:00+00:00,Canada,United States
45347,CYHM,KSDF,2020-04-01 00:00:00+00:00,Canada,United States
55270,CYVR,PANC,2020-04-01 00:00:00+00:00,Canada,United States
55271,CYVR,PANC,2020-04-01 00:00:00+00:00,Canada,United States
55304,CYYZ,PANC,2020-04-01 00:00:00+00:00,Canada,United States
69744,CYYZ,KEWR,2020-04-01 00:00:00+00:00,Canada,United States
69745,CYYZ,KEWR,2020-04-01 00:00:00+00:00,Canada,United States
70068,CYUL,KEWR,2020-04-01 00:00:00+00:00,Canada,United States
70193,CYHM,KEWR,2020-04-01 00:00:00+00:00,Canada,United States
73072,CYVR,KDFW,2020-04-01 00:00:00+00:00,Canada,United States
73425,CYYZ,KDFW,2020-04-01 00:00:00+00:00,Canada,United States
73629,CYYC,KDFW,2020-04-01 00:00:00+00:00,Canada,United States
78448,CYYZ,KDCA,2020-04-01 00:00:00+00:00,Canada,United States
79327,CYUL,KDCA,2020-04-01 00:00:00+00:00,Canada,United States
82253,CYYZ,KIAH,2020-04-01 00:00:00+00:00,Canada,United States
85277,CYYZ,KJFK,2020-04-01 00:00:00+00:00,Canada,United States
87656,CYYZ,KBOS,2020-04-01 00:00:00+00:00,Canada,United States
87657,CYYZ,KBOS,2020-04-01 00:00:00+00:00,Canada,United States
88416,CYUL,KBOS,2020-04-01 00:00:00+00:00,Canada,United States
90708,CYUL,KFLL,2020-04-01 00:00:00+00:00,Canada,United States
92958,CYVR,KSEA,2020-04-01 00:00:00+00:00,Canada,United States
92959,CYVR,KSEA,2020-04-01 00:00:00+00:00,Canada,United States
92960,CYVR,KSEA,2020-04-01 00:00:00+00:00,Canada,United States
92961,CYVR,KSEA,2020-04-01 00:00:00+00:00,Canada,United States
92962,CYVR,KSEA,2020-04-01 00:00:00+00:00,Canada,United States
93341,CYYC,KSEA,2020-04-01 00:00:00+00:00,Canada,United States
95057,CYEG,KSEA,2020-04-01 00:00:00+00:00,Canada,United States
95402,CYYJ,KSEA,2020-04-01 00:00:00+00:00,Canada,United States
105478,CYYZ,KPHL,2020-04-01 00:00:00+00:00,Canada,United States
106793,CYUL,KPHL,2020-04-01 00:00:00+00:00,Canada,United States
109273,CZBM,KROC,2020-04-01 00:00:00+00:00,Canada,United States
111373,CYYZ,KYIP,2020-04-01 00:00:00+00:00,Canada,United States
114484,CYYZ,KLGA,2020-04-01 00:00:00+00:00,Canada,United States
114485,CYYZ,KLGA,2020-04-01 00:00:00+00:00,Canada,United States
115114,CYYZ,KCLE,2020-04-01 00:00:00+00:00,Canada,United States
118650,CYYZ,KATL,2020-04-01 00:00:00+00:00,Canada,United States
118651,CYYZ,KATL,2020-04-01 00:00:00+00:00,Canada,United States
120885,CYUL,KATL,2020-04-01 00:00:00+00:00,Canada,United States
120886,CYUL,KATL,2020-04-01 00:00:00+00:00,Canada,United States
139999,CYYZ,KMCI,2020-04-01 00:00:00+00:00,Canada,United States
141790,CYYC,KMSP,2020-04-01 00:00:00+00:00,Canada,United States
141872,CYXE,KMSP,2020-04-01 00:00:00+00:00,Canada,United States
142508,CYEG,KMSP,2020-04-01 00:00:00+00:00,Canada,United States
147689,CYYZ,KMIA,2020-04-01 00:00:00+00:00,Canada,United States
163879,CYVR,KORD,2020-04-01 00:00:00+00:00,Canada,United States
164235,CYYZ,KORD,2020-04-01 00:00:00+00:00,Canada,United States
164236,CYYZ,KORD,2020-04-01 00:00:00+00:00,Canada,United States
164237,CYYZ,KORD,2020-04-01 00:00:00+00:00,Canada,United States
164594,CYYC,KORD,2020-04-01 00:00:00+00:00,Canada,United States
166474,CYUL,KORD,2020-04-01 00:00:00+00:00,Canada,United States
166475,CYUL,KORD,2020-04-01 00:00:00+00:00,Canada,United States
166476,CYUL,KORD,2020-04-01 00:00:00+00:00,Canada,United States
166477,CYUL,KORD,2020-04-01 00:00:00+00:00,Canada,United States
169972,CYVR,KCVG,2020-04-01 00:00:00+00:00,Canada,United States
170161,CYYC,KCVG,2020-04-01 00:00:00+00:00,Canada,United States
170713,CYMX,KCVG,2020-04-01 00:00:00+00:00,Canada,United States
170741,CYHM,KCVG,2020-04-01 00:00:00+00:00,Canada,United States
170742,CYHM,KCVG,2020-04-01 00:00:00+00:00,Canada,United States
173932,CYYZ,KIAD,2020-04-01 00:00:00+00:00,Canada,United States
174312,CYOW,KIAD,2020-04-01 00:00:00+00:00,Canada,United States
174365,CYUL,KIAD,2020-04-01 00:00:00+00:00,Canada,United States
178554,CYOW,KHPN,2020-04-01 00:00:00+00:00,Canada,United States
195566,CYYC,KDTW,2020-04-01 00:00:00+00:00,Canada,United States
214656,CYYZ,KOPF,2020-04-01 00:00:00+00:00,Canada,United States
220906,CYVR,KPIE,2020-04-01 00:00:00+00:00,Canada,United States
299475,CYYJ,KCLM,2020-04-01 00:00:00+00:00,Canada,United States
319161,CYYC,KMFE,2020-04-01 00:00:00+00:00,Canada,United States
144859,ZGSZ,LFPG,2020-04-01 00:00:00+00:00,China,France
230217,ZGSZ,RJBB,2020-04-01 00:00:00+00:00,China,Japan
230218,ZGSZ,RJBB,2020-04-01 00:00:00+00:00,China,Japan
230219,ZGSZ,RJBB,2020-04-01 00:00:00+00:00,China,Japan
259902,ZGSZ,VMMC,2020-04-01 00:00:00+00:00,China,Macau
259903,ZGSZ,VMMC,2020-04-01 00:00:00+00:00,China,Macau
259904,ZGSZ,VMMC,2020-04-01 00:00:00+00:00,China,Macau
22123,ZGGG,WMKK,2020-04-01 00:00:00+00:00,China,Malaysia
22146,ZGSZ,WMKK,2020-04-01 00:00:00+00:00,China,Malaysia
16477,ZGSZ,WSSS,2020-04-01 00:00:00+00:00,China,Singapore
25359,ZGSZ,WSAP,2020-04-01 00:00:00+00:00,China,Singapore
25360,ZGSZ,WSAP,2020-04-01 00:00:00+00:00,China,Singapore
21396,ZGSZ,RKSI,2020-04-01 00:00:00+00:00,China,South Korea
24363,ZGSZ,RCTP,2020-04-01 00:00:00+00:00,China,Taiwan
24364,ZGSZ,RCTP,2020-04-01 00:00:00+00:00,China,Taiwan
18899,ZGSZ,VTBS,2020-04-01 00:00:00+00:00,China,Thailand
55397,ZGSZ,PANC,2020-04-01 00:00:00+00:00,China,United States
55398,ZGSZ,PANC,2020-04-01 00:00:00+00:00,China,United States
35024,SKBO,KLAX,2020-04-01 00:00:00+00:00,Colombia,United States
147026,SKBO,KMIA,2020-04-01 00:00:00+00:00,Colombia,United States
147027,SKBO,KMIA,2020-04-01 00:00:00+00:00,Colombia,United States
147028,SKBO,KMIA,2020-04-01 00:00:00+00:00,Colombia,United States
147029,SKBO,KMIA,2020-04-01 00:00:00+00:00,Colombia,United States
147030,SKBO,KMIA,2020-04-01 00:00:00+00:00,Colombia,United States
147031,SKBO,KMIA,2020-04-01 00:00:00+00:00,Colombia,United States
147032,SKBO,KMIA,2020-04-01 00:00:00+00:00,Colombia,United States
147033,SKBO,KMIA,2020-04-01 00:00:00+00:00,Colombia,United States
147034,SKBO,KMIA,2020-04-01 00:00:00+00:00,Colombia,United States
51433,MROC,CYYZ,2020-04-01 00:00:00+00:00,Costa Rica,Canada
27317,MROC,EDDF,2020-04-01 00:00:00+00:00,Costa Rica,Germany
148135,MROC,KMIA,2020-04-01 00:00:00+00:00,Costa Rica,United States
148136,MROC,KMIA,2020-04-01 00:00:00+00:00,Costa Rica,United States
148137,MROC,KMIA,2020-04-01 00:00:00+00:00,Costa Rica,United States
228685,MROC,KUTA,2020-04-01 00:00:00+00:00,Costa Rica,United States
27884,LDZA,EDDF,2020-04-01 00:00:00+00:00,Croatia,Germany
27885,LDZA,EDDF,2020-04-01 00:00:00+00:00,Croatia,Germany
27886,LDZA,EDDF,2020-04-01 00:00:00+00:00,Croatia,Germany
204820,LDZA,EDDK,2020-04-01 00:00:00+00:00,Croatia,Germany
238486,LDZA,EDDM,2020-04-01 00:00:00+00:00,Croatia,Germany
49840,LDZA,EHAM,2020-04-01 00:00:00+00:00,Croatia,Netherlands
2115,LDZA,OTHH,2020-04-01 00:00:00+00:00,Croatia,Qatar
306233,LDZA,LYBT,2020-04-01 00:00:00+00:00,Croatia,Serbia
67727,LDZA,EGLL,2020-04-01 00:00:00+00:00,Croatia,United Kingdom
258951,LCLK,LGAV,2020-04-01 00:00:00+00:00,Cyprus,Greece
257992,LCLK,EGLF,2020-04-01 00:00:00+00:00,Cyprus,United Kingdom
27156,LKPR,EDDF,2020-04-01 00:00:00+00:00,Czech Republic,Germany
204299,LKPR,EDDK,2020-04-01 00:00:00+00:00,Czech Republic,Germany
264453,LKPR,LHBP,2020-04-01 00:00:00+00:00,Czech Republic,Hungary
142661,LKPR,BIKF,2020-04-01 00:00:00+00:00,Czech Republic,Iceland
274967,LKPD,LJLJ,2020-04-01 00:00:00+00:00,Czech Republic,Slovenia
250453,LKPR,LEBL,2020-04-01 00:00:00+00:00,Czech Republic,Spain
268824,LKPR,VTBD,2020-04-01 00:00:00+00:00,Czech Republic,Thailand
205445,LKPR,LTBA,2020-04-01 00:00:00+00:00,Czech Republic,Turkey
218973,EKCH,EBBR,2020-04-01 00:00:00+00:00,Denmark,Belgium
261209,EKCH,EFHK,2020-04-01 00:00:00+00:00,Denmark,Finland
144979,EKCH,LFPG,2020-04-01 00:00:00+00:00,Denmark,France
27508,EKCH,EDDF,2020-04-01 00:00:00+00:00,Denmark,Germany
27509,EKCH,EDDF,2020-04-01 00:00:00+00:00,Denmark,Germany
204602,EKCH,EDDK,2020-04-01 00:00:00+00:00,Denmark,Germany
227481,EKCH,EDDP,2020-04-01 00:00:00+00:00,Denmark,Germany
227482,EKCH,EDDP,2020-04-01 00:00:00+00:00,Denmark,Germany
227483,EKCH,EDDP,2020-04-01 00:00:00+00:00,Denmark,Germany
227549,EKBI,EDDP,2020-04-01 00:00:00+00:00,Denmark,Germany
276754,EKBI,EDSB,2020-04-01 00:00:00+00:00,Denmark,Germany
263038,EKCH,ENGM,2020-04-01 00:00:00+00:00,Denmark,Norway
263039,EKCH,ENGM,2020-04-01 00:00:00+00:00,Denmark,Norway
263040,EKCH,ENGM,2020-04-01 00:00:00+00:00,Denmark,Norway
266913,EKCH,ENZV,2020-04-01 00:00:00+00:00,Denmark,Norway
266107,EKRK,EPGD,2020-04-01 00:00:00+00:00,Denmark,Poland
1978,EKCH,OTHH,2020-04-01 00:00:00+00:00,Denmark,Qatar
258475,EKBI,LROP,2020-04-01 00:00:00+00:00,Denmark,Romania
216069,EKCH,ESSA,2020-04-01 00:00:00+00:00,Denmark,Sweden
216070,EKCH,ESSA,2020-04-01 00:00:00+00:00,Denmark,Sweden
216275,EKSB,ESSA,2020-04-01 00:00:00+00:00,Denmark,Sweden
311132,EKCH,ESGG,2020-04-01 00:00:00+00:00,Denmark,Sweden
316361,EKBI,ESMS,2020-04-01 00:00:00+00:00,Denmark,Sweden
67439,EKCH,EGLL,2020-04-01 00:00:00+00:00,Denmark,United Kingdom
269829,EKCH,EGNX,2020-04-01 00:00:00+00:00,Denmark,United Kingdom
265991,EETN,EPKT,2020-04-01 00:00:00+00:00,Estonia,Poland
266072,EETN,EPGD,2020-04-01 00:00:00+00:00,Estonia,Poland
52628,EETN,UUEE,2020-04-01 00:00:00+00:00,Estonia,Russia
266644,EETN,UUWW,2020-04-01 00:00:00+00:00,Estonia,Russia
