,origin,destination,day,origin_country,destination_country
206214,EGCN,EBLG,2020-04-28 00:00:00+00:00,United Kingdom,Belgium
206297,EGNX,EBLG,2020-04-28 00:00:00+00:00,United Kingdom,Belgium
206298,EGNX,EBLG,2020-04-28 00:00:00+00:00,United Kingdom,Belgium
218935,EGNX,EBBR,2020-04-28 00:00:00+00:00,United Kingdom,Belgium
218936,EGNX,EBBR,2020-04-28 00:00:00+00:00,United Kingdom,Belgium
50351,EGLL,CYYZ,2020-04-28 00:00:00+00:00,United Kingdom,Canada
50352,EGLL,CYYZ,2020-04-28 00:00:00+00:00,United Kingdom,Canada
50353,EGLL,CYYZ,2020-04-28 00:00:00+00:00,United Kingdom,Canada
265393,EGLL,LCLK,2020-04-28 00:00:00+00:00,United Kingdom,Cyprus
265481,EGCC,LCLK,2020-04-28 00:00:00+00:00,United Kingdom,Cyprus
264684,EGLF,LKPR,2020-04-28 00:00:00+00:00,United Kingdom,Czech Republic
246482,EGNX,EKCH,2020-04-28 00:00:00+00:00,United Kingdom,Denmark
274311,EGLF,EKBI,2020-04-28 00:00:00+00:00,United Kingdom,Denmark
260980,EGLL,EFHK,2020-04-28 00:00:00+00:00,United Kingdom,Finland
260981,EGLL,EFHK,2020-04-28 00:00:00+00:00,United Kingdom,Finland
144118,EGSS,LFPG,2020-04-28 00:00:00+00:00,United Kingdom,France
144404,EGLL,LFPG,2020-04-28 00:00:00+00:00,United Kingdom,France
312769,EGNR,LFBO,2020-04-28 00:00:00+00:00,United Kingdom,France
26058,EGSS,EDDF,2020-04-28 00:00:00+00:00,United Kingdom,Germany
26534,EGLL,EDDF,2020-04-28 00:00:00+00:00,United Kingdom,Germany
26535,EGLL,EDDF,2020-04-28 00:00:00+00:00,United Kingdom,Germany
26536,EGLL,EDDF,2020-04-28 00:00:00+00:00,United Kingdom,Germany
203888,EGSS,EDDK,2020-04-28 00:00:00+00:00,United Kingdom,Germany
204534,EGNX,EDDK,2020-04-28 00:00:00+00:00,United Kingdom,Germany
204535,EGNX,EDDK,2020-04-28 00:00:00+00:00,United Kingdom,Germany
204536,EGNX,EDDK,2020-04-28 00:00:00+00:00,United Kingdom,Germany
204537,EGNX,EDDK,2020-04-28 00:00:00+00:00,United Kingdom,Germany
204538,EGNX,EDDK,2020-04-28 00:00:00+00:00,United Kingdom,Germany
204539,EGNX,EDDK,2020-04-28 00:00:00+00:00,United Kingdom,Germany
226363,EGSS,EDDP,2020-04-28 00:00:00+00:00,United Kingdom,Germany
226913,EGGW,EDDP,2020-04-28 00:00:00+00:00,United Kingdom,Germany
227286,EGNX,EDDP,2020-04-28 00:00:00+00:00,United Kingdom,Germany
227287,EGNX,EDDP,2020-04-28 00:00:00+00:00,United Kingdom,Germany
227288,EGNX,EDDP,2020-04-28 00:00:00+00:00,United Kingdom,Germany
227289,EGNX,EDDP,2020-04-28 00:00:00+00:00,United Kingdom,Germany
227290,EGNX,EDDP,2020-04-28 00:00:00+00:00,United Kingdom,Germany
227291,EGNX,EDDP,2020-04-28 00:00:00+00:00,United Kingdom,Germany
227292,EGNX,EDDP,2020-04-28 00:00:00+00:00,United Kingdom,Germany
311408,EGFF,EDRY,2020-04-28 00:00:00+00:00,United Kingdom,Germany
313467,EGLF,EDDW,2020-04-28 00:00:00+00:00,United Kingdom,Germany
358276,EGHI,EGJA,2020-04-28 00:00:00+00:00,United Kingdom,Guernsey
12343,EGSS,VHHH,2020-04-28 00:00:00+00:00,United Kingdom,Hong Kong
13491,EGLL,VHHH,2020-04-28 00:00:00+00:00,United Kingdom,Hong Kong
13492,EGLL,VHHH,2020-04-28 00:00:00+00:00,United Kingdom,Hong Kong
13493,EGLL,VHHH,2020-04-28 00:00:00+00:00,United Kingdom,Hong Kong
13494,EGLL,VHHH,2020-04-28 00:00:00+00:00,United Kingdom,Hong Kong
13495,EGLL,VHHH,2020-04-28 00:00:00+00:00,United Kingdom,Hong Kong
13496,EGLL,VHHH,2020-04-28 00:00:00+00:00,United Kingdom,Hong Kong
264644,EGKK,LHBP,2020-04-28 00:00:00+00:00,United Kingdom,Hungary
142728,EGNX,BIKF,2020-04-28 00:00:00+00:00,United Kingdom,Iceland
64150,EGSS,EIDW,2020-04-28 00:00:00+00:00,United Kingdom,Ireland
64151,EGSS,EIDW,2020-04-28 00:00:00+00:00,United Kingdom,Ireland
64152,EGSS,EIDW,2020-04-28 00:00:00+00:00,United Kingdom,Ireland
64304,EGLL,EIDW,2020-04-28 00:00:00+00:00,United Kingdom,Ireland
64305,EGLL,EIDW,2020-04-28 00:00:00+00:00,United Kingdom,Ireland
64498,EGNX,EIDW,2020-04-28 00:00:00+00:00,United Kingdom,Ireland
64645,EGBB,EIDW,2020-04-28 00:00:00+00:00,United Kingdom,Ireland
64728,EGPF,EIDW,2020-04-28 00:00:00+00:00,United Kingdom,Ireland
64845,EGKK,EIDW,2020-04-28 00:00:00+00:00,United Kingdom,Ireland
279516,EGNX,EGNS,2020-04-28 00:00:00+00:00,United Kingdom,Isle of Man
185687,EGNX,LIMC,2020-04-28 00:00:00+00:00,United Kingdom,Italy
185688,EGNX,LIMC,2020-04-28 00:00:00+00:00,United Kingdom,Italy
260121,EGLL,LIRF,2020-04-28 00:00:00+00:00,United Kingdom,Italy
260122,EGLL,LIRF,2020-04-28 00:00:00+00:00,United Kingdom,Italy
275031,EGSS,LIPE,2020-04-28 00:00:00+00:00,United Kingdom,Italy
220540,EGLL,RJTL,2020-04-28 00:00:00+00:00,United Kingdom,Japan
266033,EGNX,EGJJ,2020-04-28 00:00:00+00:00,United Kingdom,Jersey
266042,EGHI,EGJJ,2020-04-28 00:00:00+00:00,United Kingdom,Jersey
267994,EGKB,EYVI,2020-04-28 00:00:00+00:00,United Kingdom,Lithuania
265558,EGLL,LMML,2020-04-28 00:00:00+00:00,United Kingdom,Malta
49666,EGNX,EHAM,2020-04-28 00:00:00+00:00,United Kingdom,Netherlands
49954,EGPF,EHAM,2020-04-28 00:00:00+00:00,United Kingdom,Netherlands
50018,EGNT,EHAM,2020-04-28 00:00:00+00:00,United Kingdom,Netherlands
311865,EGLL,EHRD,2020-04-28 00:00:00+00:00,United Kingdom,Netherlands
220281,EGSS,LPPT,2020-04-28 00:00:00+00:00,United Kingdom,Portugal
279819,EGSS,LPPR,2020-04-28 00:00:00+00:00,United Kingdom,Portugal
311642,EGKB,LPFR,2020-04-28 00:00:00+00:00,United Kingdom,Portugal
1259,EGLL,OTHH,2020-04-28 00:00:00+00:00,United Kingdom,Qatar
1260,EGLL,OTHH,2020-04-28 00:00:00+00:00,United Kingdom,Qatar
1261,EGLL,OTHH,2020-04-28 00:00:00+00:00,United Kingdom,Qatar
1262,EGLL,OTHH,2020-04-28 00:00:00+00:00,United Kingdom,Qatar
1263,EGLL,OTHH,2020-04-28 00:00:00+00:00,United Kingdom,Qatar
1264,EGLL,OTHH,2020-04-28 00:00:00+00:00,United Kingdom,Qatar
1265,EGLL,OTHH,2020-04-28 00:00:00+00:00,United Kingdom,Qatar
258531,EGKB,LROP,2020-04-28 00:00:00+00:00,United Kingdom,Romania
52742,EGFF,UUEE,2020-04-28 00:00:00+00:00,United Kingdom,Russia
304311,EGVN,GOBD,2020-04-28 00:00:00+00:00,United Kingdom,Senegal
20320,EGLL,RKSI,2020-04-28 00:00:00+00:00,United Kingdom,South Korea
20321,EGLL,RKSI,2020-04-28 00:00:00+00:00,United Kingdom,South Korea
229073,EGLL,LEMD,2020-04-28 00:00:00+00:00,United Kingdom,Spain
229342,EGNX,LEMD,2020-04-28 00:00:00+00:00,United Kingdom,Spain
237983,EGMC,LEGT,2020-04-28 00:00:00+00:00,United Kingdom,Spain
237984,EGMC,LEGT,2020-04-28 00:00:00+00:00,United Kingdom,Spain
250289,EGSS,LEBL,2020-04-28 00:00:00+00:00,United Kingdom,Spain
265662,EGLL,LETO,2020-04-28 00:00:00+00:00,United Kingdom,Spain
311466,EGGW,ESSB,2020-04-28 00:00:00+00:00,United Kingdom,Sweden
29733,EGLL,LSZH,2020-04-28 00:00:00+00:00,United Kingdom,Switzerland
258111,EGGW,LSGG,2020-04-28 00:00:00+00:00,United Kingdom,Switzerland
258127,EGCN,LSGG,2020-04-28 00:00:00+00:00,United Kingdom,Switzerland
205300,EGLL,LTBA,2020-04-28 00:00:00+00:00,United Kingdom,Turkey
205392,EGGW,LTBA,2020-04-28 00:00:00+00:00,United Kingdom,Turkey
205771,EGBB,LTBA,2020-04-28 00:00:00+00:00,United Kingdom,Turkey
30213,EGSS,OMDB,2020-04-28 00:00:00+00:00,United Kingdom,United Arab Emirates
30644,EGLL,OMDB,2020-04-28 00:00:00+00:00,United Kingdom,United Arab Emirates
30645,EGLL,OMDB,2020-04-28 00:00:00+00:00,United Kingdom,United Arab Emirates
30646,EGLL,OMDB,2020-04-28 00:00:00+00:00,United Kingdom,United Arab Emirates
220160,EGLL,OMAA,2020-04-28 00:00:00+00:00,United Kingdom,United Arab Emirates
259053,EGSS,OMDW,2020-04-28 00:00:00+00:00,United Kingdom,United Arab Emirates
7620,EGLL,KSFO,2020-04-28 00:00:00+00:00,United Kingdom,United States
33678,EGLL,KLAX,2020-04-28 00:00:00+00:00,United Kingdom,United States
42020,EGSS,KSDF,2020-04-28 00:00:00+00:00,United Kingdom,United States
69060,EGLL,KEWR,2020-04-28 00:00:00+00:00,United Kingdom,United States
69061,EGLL,KEWR,2020-04-28 00:00:00+00:00,United Kingdom,United States
71487,EGLL,KDFW,2020-04-28 00:00:00+00:00,United Kingdom,United States
71488,EGLL,KDFW,2020-04-28 00:00:00+00:00,United Kingdom,United States
71489,EGLL,KDFW,2020-04-28 00:00:00+00:00,United Kingdom,United States
84212,EGLL,KJFK,2020-04-28 00:00:00+00:00,United Kingdom,United States
84213,EGLL,KJFK,2020-04-28 00:00:00+00:00,United Kingdom,United States
84214,EGLL,KJFK,2020-04-28 00:00:00+00:00,United Kingdom,United States
84215,EGLL,KJFK,2020-04-28 00:00:00+00:00,United Kingdom,United States
84216,EGLL,KJFK,2020-04-28 00:00:00+00:00,United Kingdom,United States
86414,EGLL,KBOS,2020-04-28 00:00:00+00:00,United Kingdom,United States
106201,EGNX,KPHL,2020-04-28 00:00:00+00:00,United Kingdom,United States
116492,EGLL,KATL,2020-04-28 00:00:00+00:00,United Kingdom,United States
146182,EGLL,KMIA,2020-04-28 00:00:00+00:00,United Kingdom,United States
146183,EGLL,KMIA,2020-04-28 00:00:00+00:00,United Kingdom,United States
161018,EGLL,KORD,2020-04-28 00:00:00+00:00,United Kingdom,United States
161019,EGLL,KORD,2020-04-28 00:00:00+00:00,United Kingdom,United States
170412,EGNX,KCVG,2020-04-28 00:00:00+00:00,United Kingdom,United States
170413,EGNX,KCVG,2020-04-28 00:00:00+00:00,United Kingdom,United States
173128,EGLL,KIAD,2020-04-28 00:00:00+00:00,United Kingdom,United States
175191,EGUN,KWRI,2020-04-28 00:00:00+00:00,United Kingdom,United States
273485,FA08,KSPG,2020-04-28 00:00:00+00:00,United Kingdom,United States
333642,EGUN,KADW,2020-04-28 00:00:00+00:00,United Kingdom,United States
45888,KMIA,SAEZ,2020-04-28 00:00:00+00:00,United States,Argentina
3794,KORD,YMML,2020-04-28 00:00:00+00:00,United States,Australia
16631,KLAX,YSSY,2020-04-28 00:00:00+00:00,United States,Australia
17464,KSFO,YSSY,2020-04-28 00:00:00+00:00,United States,Australia
17465,KSFO,YSSY,2020-04-28 00:00:00+00:00,United States,Australia
349732,KCRQ,KOKB,2020-04-28 00:00:00+00:00,United States,Australia
349758,KRNM,KOKB,2020-04-28 00:00:00+00:00,United States,Australia
302,KISP,LOWW,2020-04-28 00:00:00+00:00,United States,Austria
268132,KCVG,OBBI,2020-04-28 00:00:00+00:00,United States,Bahrain
200034,KDFW,EBOS,2020-04-28 00:00:00+00:00,United States,Belgium
205828,KORD,EBLG,2020-04-28 00:00:00+00:00,United States,Belgium
205839,KLAX,EBLG,2020-04-28 00:00:00+00:00,United States,Belgium
205840,KLAX,EBLG,2020-04-28 00:00:00+00:00,United States,Belgium
206091,KJFK,EBLG,2020-04-28 00:00:00+00:00,United States,Belgium
206359,KDOV,EBLG,2020-04-28 00:00:00+00:00,United States,Belgium
218438,KORD,EBBR,2020-04-28 00:00:00+00:00,United States,Belgium
218445,KLAX,EBBR,2020-04-28 00:00:00+00:00,United States,Belgium
218519,KCVG,EBBR,2020-04-28 00:00:00+00:00,United States,Belgium
218520,KCVG,EBBR,2020-04-28 00:00:00+00:00,United States,Belgium
218637,KIAD,EBBR,2020-04-28 00:00:00+00:00,United States,Belgium
218823,KJFK,EBBR,2020-04-28 00:00:00+00:00,United States,Belgium
218848,KIAH,EBBR,2020-04-28 00:00:00+00:00,United States,Belgium
317428,PANC,PABV,2020-04-28 00:00:00+00:00,United States,Belize
317429,PANC,PABV,2020-04-28 00:00:00+00:00,United States,Belize
317445,PAMR,PABV,2020-04-28 00:00:00+00:00,United States,Belize
317446,PAEN,PABV,2020-04-28 00:00:00+00:00,United States,Belize
310410,KEWR,TXKF,2020-04-28 00:00:00+00:00,United States,Bermuda
46767,KIAH,SBGR,2020-04-28 00:00:00+00:00,United States,Brazil
269042,KMIA,SBKP,2020-04-28 00:00:00+00:00,United States,Brazil
269043,KMIA,SBKP,2020-04-28 00:00:00+00:00,United States,Brazil
269044,KMIA,SBKP,2020-04-28 00:00:00+00:00,United States,Brazil
4538,KCVG,CYVR,2020-04-28 00:00:00+00:00,United States,Canada
4647,KSEA,CYVR,2020-04-28 00:00:00+00:00,United States,Canada
4648,KSEA,CYVR,2020-04-28 00:00:00+00:00,United States,Canada
4649,KSEA,CYVR,2020-04-28 00:00:00+00:00,United States,Canada
4801,KDFW,CYVR,2020-04-28 00:00:00+00:00,United States,Canada
4823,KSDF,CYVR,2020-04-28 00:00:00+00:00,United States,Canada
50143,KORD,CYYZ,2020-04-28 00:00:00+00:00,United States,Canada
50144,KORD,CYYZ,2020-04-28 00:00:00+00:00,United States,Canada
50167,KLAX,CYYZ,2020-04-28 00:00:00+00:00,United States,Canada
50401,KBWI,CYYZ,2020-04-28 00:00:00+00:00,United States,Canada
50493,KJFK,CYYZ,2020-04-28 00:00:00+00:00,United States,Canada
50542,KSDF,CYYZ,2020-04-28 00:00:00+00:00,United States,Canada
50678,KDTW,CYYZ,2020-04-28 00:00:00+00:00,United States,Canada
50679,KDTW,CYYZ,2020-04-28 00:00:00+00:00,United States,Canada
51195,KOPF,CYYZ,2020-04-28 00:00:00+00:00,United States,Canada
51236,KLAS,CYYZ,2020-04-28 00:00:00+00:00,United States,Canada
51239,KAPA,CYYZ,2020-04-28 00:00:00+00:00,United States,Canada
51705,KIND,CYYZ,2020-04-28 00:00:00+00:00,United States,Canada
108079,KDTW,CYUL,2020-04-28 00:00:00+00:00,United States,Canada
158935,KSEA,CYYC,2020-04-28 00:00:00+00:00,United States,Canada
158963,KDFW,CYYC,2020-04-28 00:00:00+00:00,United States,Canada
158972,KSDF,CYYC,2020-04-28 00:00:00+00:00,United States,Canada
158994,KMSP,CYYC,2020-04-28 00:00:00+00:00,United States,Canada
210451,KPHL,CYQG,2020-04-28 00:00:00+00:00,United States,Canada
270201,KCVG,CYHM,2020-04-28 00:00:00+00:00,United States,Canada
270202,KCVG,CYHM,2020-04-28 00:00:00+00:00,United States,Canada
270219,KJFK,CYHM,2020-04-28 00:00:00+00:00,United States,Canada
270242,KSDF,CYHM,2020-04-28 00:00:00+00:00,United States,Canada
270345,KBUF,CYHM,2020-04-28 00:00:00+00:00,United States,Canada
270415,KPWK,CYHM,2020-04-28 00:00:00+00:00,United States,Canada
270528,KCVG,CYMX,2020-04-28 00:00:00+00:00,United States,Canada
270533,PANC,CYMX,2020-04-28 00:00:00+00:00,United States,Canada
270553,KSDF,CYMX,2020-04-28 00:00:00+00:00,United States,Canada
270626,KIND,CYMX,2020-04-28 00:00:00+00:00,United States,Canada
357040,KSRQ,CYQS,2020-04-28 00:00:00+00:00,United States,Canada
31612,PANC,ZGSZ,2020-04-28 00:00:00+00:00,United States,China
31613,PANC,ZGSZ,2020-04-28 00:00:00+00:00,United States,China
31614,PANC,ZGSZ,2020-04-28 00:00:00+00:00,United States,China
145524,KMIA,SKBO,2020-04-28 00:00:00+00:00,United States,Colombia
145525,KMIA,SKBO,2020-04-28 00:00:00+00:00,United States,Colombia
145526,KMIA,SKBO,2020-04-28 00:00:00+00:00,United States,Colombia
145527,KMIA,SKBO,2020-04-28 00:00:00+00:00,United States,Colombia
145528,KMIA,SKBO,2020-04-28 00:00:00+00:00,United States,Colombia
145529,KMIA,SKBO,2020-04-28 00:00:00+00:00,United States,Colombia
145530,KMIA,SKBO,2020-04-28 00:00:00+00:00,United States,Colombia
145531,KMIA,SKBO,2020-04-28 00:00:00+00:00,United States,Colombia
145532,KMIA,SKBO,2020-04-28 00:00:00+00:00,United States,Colombia
313422,KMIA,MROC,2020-04-28 00:00:00+00:00,United States,Costa Rica
313423,KMIA,MROC,2020-04-28 00:00:00+00:00,United States,Costa Rica
313424,KMIA,MROC,2020-04-28 00:00:00+00:00,United States,Costa Rica
313425,KMIA,MROC,2020-04-28 00:00:00+00:00,United States,Costa Rica
313436,KHOU,MROC,2020-04-28 00:00:00+00:00,United States,Costa Rica
313438,KOPF,MROC,2020-04-28 00:00:00+00:00,United States,Costa Rica
313445,KHYI,MROC,2020-04-28 00:00:00+00:00,United States,Costa Rica
143875,KORD,LFPG,2020-04-28 00:00:00+00:00,United States,France
143895,KLAX,LFPG,2020-04-28 00:00:00+00:00,United States,France
144542,KJFK,LFPG,2020-04-28 00:00:00+00:00,United States,France
144669,KEWR,LFPG,2020-04-28 00:00:00+00:00,United States,France
144696,KPHL,LFPG,2020-04-28 00:00:00+00:00,United States,France
144964,KIND,LFPG,2020-04-28 00:00:00+00:00,United States,France
25812,KORD,EDDF,2020-04-28 00:00:00+00:00,United States,Germany
25813,KORD,EDDF,2020-04-28 00:00:00+00:00,United States,Germany
25814,KORD,EDDF,2020-04-28 00:00:00+00:00,United States,Germany
25815,KORD,EDDF,2020-04-28 00:00:00+00:00,United States,Germany
25816,KORD,EDDF,2020-04-28 00:00:00+00:00,United States,Germany
25858,KLAX,EDDF,2020-04-28 00:00:00+00:00,United States,Germany
26267,KIAD,EDDF,2020-04-28 00:00:00+00:00,United States,Germany
26722,KDFW,EDDF,2020-04-28 00:00:00+00:00,United States,Germany
26858,KATL,EDDF,2020-04-28 00:00:00+00:00,United States,Germany
27029,KIAH,EDDF,2020-04-28 00:00:00+00:00,United States,Germany
27150,KEWR,EDDF,2020-04-28 00:00:00+00:00,United States,Germany
204296,KSDF,EDDK,2020-04-28 00:00:00+00:00,United States,Germany
204342,KPHL,EDDK,2020-04-28 00:00:00+00:00,United States,Germany
212903,KORD,EDFH,2020-04-28 00:00:00+00:00,United States,Germany
226215,KLAX,EDDP,2020-04-28 00:00:00+00:00,United States,Germany
226335,KCVG,EDDP,2020-04-28 00:00:00+00:00,United States,Germany
226336,KCVG,EDDP,2020-04-28 00:00:00+00:00,United States,Germany
227027,KEWR,EDDP,2020-04-28 00:00:00+00:00,United States,Germany
300822,KWRI,ETAR,2020-04-28 00:00:00+00:00,United States,Germany
12084,KORD,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
12085,KORD,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
12086,KORD,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
12087,KORD,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
12159,KLAX,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
12160,KLAX,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
12161,KLAX,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
12162,KLAX,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
12163,KLAX,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
13420,KSFO,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
14098,PANC,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
14099,PANC,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
14100,PANC,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
14101,PANC,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
14102,PANC,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
14103,PANC,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
14104,PANC,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
14105,PANC,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
14106,PANC,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
14107,PANC,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
14108,PANC,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
14109,PANC,VHHH,2020-04-28 00:00:00+00:00,United States,Hong Kong
142681,KBOS,BIKF,2020-04-28 00:00:00+00:00,United States,Iceland
219923,KATL,VABB,2020-04-28 00:00:00+00:00,United States,India
64071,KORD,EIDW,2020-04-28 00:00:00+00:00,United States,Ireland
64336,KDFW,EIDW,2020-04-28 00:00:00+00:00,United States,Ireland
64390,KJFK,EIDW,2020-04-28 00:00:00+00:00,United States,Ireland
64420,KBOS,EIDW,2020-04-28 00:00:00+00:00,United States,Ireland
185229,KORD,LIMC,2020-04-28 00:00:00+00:00,United States,Italy
260230,KJFK,LIRF,2020-04-28 00:00:00+00:00,United States,Italy
230019,PANC,RJBB,2020-04-28 00:00:00+00:00,United States,Japan
230020,PANC,RJBB,2020-04-28 00:00:00+00:00,United States,Japan
230021,PANC,RJBB,2020-04-28 00:00:00+00:00,United States,Japan
230022,PANC,RJBB,2020-04-28 00:00:00+00:00,United States,Japan
230023,PANC,RJBB,2020-04-28 00:00:00+00:00,United States,Japan
230024,PANC,RJBB,2020-04-28 00:00:00+00:00,United States,Japan
230025,PANC,RJBB,2020-04-28 00:00:00+00:00,United States,Japan
230026,PANC,RJBB,2020-04-28 00:00:00+00:00,United States,Japan
68080,KORD,ELLX,2020-04-28 00:00:00+00:00,United States,Luxembourg
68081,KORD,ELLX,2020-04-28 00:00:00+00:00,United States,Luxembourg
68295,KJFK,ELLX,2020-04-28 00:00:00+00:00,United States,Luxembourg
68346,KMIA,ELLX,2020-04-28 00:00:00+00:00,United States,Luxembourg
68393,KLCK,ELLX,2020-04-28 00:00:00+00:00,United States,Luxembourg
342032,KCRQ,MMTJ,2020-04-28 00:00:00+00:00,United States,Mexico
342036,KOXR,MMTJ,2020-04-28 00:00:00+00:00,United States,Mexico
361272,KTUS,MMNG,2020-04-28 00:00:00+00:00,United States,Mexico
48569,KORD,EHAM,2020-04-28 00:00:00+00:00,United States,Netherlands
48590,KLAX,EHAM,2020-04-28 00:00:00+00:00,United States,Netherlands
49040,KSFO,EHAM,2020-04-28 00:00:00+00:00,United States,Netherlands
49313,KATL,EHAM,2020-04-28 00:00:00+00:00,United States,Netherlands
49314,KATL,EHAM,2020-04-28 00:00:00+00:00,United States,Netherlands
49367,KJFK,EHAM,2020-04-28 00:00:00+00:00,United States,Netherlands
49536,KMIA,EHAM,2020-04-28 00:00:00+00:00,United States,Netherlands
220257,KORD,LPPT,2020-04-28 00:00:00+00:00,United States,Portugal
559,KORD,OTHH,2020-04-28 00:00:00+00:00,United States,Qatar
306814,KIAD,LRBS,2020-04-28 00:00:00+00:00,United States,Romania
52045,KORD,UUEE,2020-04-28 00:00:00+00:00,United States,Russia
206880,KORD,UUDD,2020-04-28 00:00:00+00:00,United States,Russia
24998,KLAX,WSAP,2020-04-28 00:00:00+00:00,United States,Singapore
19356,KLAX,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19357,KLAX,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19358,KLAX,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19359,KLAX,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19360,KLAX,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19361,KLAX,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19362,KLAX,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19363,KLAX,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19364,KLAX,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19365,KLAX,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19366,KLAX,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19367,KLAX,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19368,KLAX,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19369,KLAX,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19492,KCVG,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19595,KSEA,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
19596,KSEA,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
20283,KSFO,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
20284,KSFO,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
20285,KSFO,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
20286,KSFO,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
20785,PANC,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
20786,PANC,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
20787,PANC,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
20788,PANC,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
20789,PANC,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
20790,PANC,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
20791,PANC,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
20792,PANC,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
20793,PANC,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
21097,KATL,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
21098,KATL,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
21200,KJFK,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
21201,KJFK,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
21202,KJFK,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
21203,KJFK,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
21330,KDTW,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
21331,KDTW,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
21332,KDTW,RKSI,2020-04-28 00:00:00+00:00,United States,South Korea
22768,KORD,RCTP,2020-04-28 00:00:00+00:00,United States,Taiwan
22912,KLAX,RCTP,2020-04-28 00:00:00+00:00,United States,Taiwan
22913,KLAX,RCTP,2020-04-28 00:00:00+00:00,United States,Taiwan
22914,KLAX,RCTP,2020-04-28 00:00:00+00:00,United States,Taiwan
22915,KLAX,RCTP,2020-04-28 00:00:00+00:00,United States,Taiwan
22916,KLAX,RCTP,2020-04-28 00:00:00+00:00,United States,Taiwan
22917,KLAX,RCTP,2020-04-28 00:00:00+00:00,United States,Taiwan
22918,KLAX,RCTP,2020-04-28 00:00:00+00:00,United States,Taiwan
22987,KSEA,RCTP,2020-04-28 00:00:00+00:00,United States,Taiwan
23837,KSFO,RCTP,2020-04-28 00:00:00+00:00,United States,Taiwan
24144,PANC,RCTP,2020-04-28 00:00:00+00:00,United States,Taiwan
24145,PANC,RCTP,2020-04-28 00:00:00+00:00,United States,Taiwan
24146,PANC,RCTP,2020-04-28 00:00:00+00:00,United States,Taiwan
24147,PANC,RCTP,2020-04-28 00:00:00+00:00,United States,Taiwan
24148,PANC,RCTP,2020-04-28 00:00:00+00:00,United States,Taiwan
