day,origin_country,destination_country,flight_count
2021-05-01,Belgium,Norway,2
2021-05-01,Belgium,Poland,1
2021-05-01,Belgium,Portugal,4
2021-05-01,Belgium,Qatar,1
2021-05-01,Belgium,Russia,3
2021-05-01,Belgium,Spain,8
2021-05-01,Belgium,Switzerland,3
2021-05-01,Belgium,Turkey,2
2021-05-01,Belgium,United Arab Emirates,1
2021-05-01,Belgium,United Kingdom,6
2021-05-01,Belgium,United States,5
2021-05-01,Belize,United States,5
2021-05-01,Bermuda,United States,7
2021-05-01,Brazil,Canada,1
2021-05-01,Brazil,Colombia,1
2021-05-01,Brazil,France,1
2021-05-01,Brazil,Germany,3
2021-05-01,Brazil,Luxembourg,1
2021-05-01,Brazil,Netherlands,2
2021-05-01,Brazil,Panama,5
2021-05-01,Brazil,Portugal,6
2021-05-01,Brazil,Qatar,2
2021-05-01,Brazil,Senegal,1
2021-05-01,Brazil,Switzerland,1
2021-05-01,Brazil,United Arab Emirates,1
2021-05-01,Brazil,United States,12
2021-05-01,Bulgaria,Germany,2
2021-05-01,Bulgaria,Netherlands,1
2021-05-01,Canada,Austria,1
2021-05-01,Canada,Belgium,1
2021-05-01,Canada,Ecuador,1
2021-05-01,Canada,France,4
2021-05-01,Canada,Germany,6
2021-05-01,Canada,Guatemala,1
2021-05-01,Canada,Hong Kong,1
2021-05-01,Canada,Ireland,1
2021-05-01,Canada,Japan,6
2021-05-01,Canada,Luxembourg,1
2021-05-01,Canada,Netherlands,3
2021-05-01,Canada,Panama,2
2021-05-01,Canada,Philippines,1
2021-05-01,Canada,Poland,1
2021-05-01,Canada,Portugal,1
2021-05-01,Canada,Puerto Rico,1
2021-05-01,Canada,Qatar,1
2021-05-01,Canada,South Korea,1
2021-05-01,Canada,Spain,2
2021-05-01,Canada,Switzerland,1
2021-05-01,Canada,Taiwan,2
2021-05-01,Canada,Turkey,1
2021-05-01,Canada,United Arab Emirates,1
2021-05-01,Canada,United Kingdom,4
2021-05-01,Canada,United States,64
2021-05-01,Cape Verde,Netherlands,1
2021-05-01,Cape Verde,Portugal,1
2021-05-01,China,France,1
2021-05-01,China,Germany,3
2021-05-01,China,Hong Kong,1
2021-05-01,China,India,1
2021-05-01,China,Japan,2
2021-05-01,China,Macau,1
2021-05-01,China,Malaysia,2
2021-05-01,China,Russia,2
2021-05-01,China,Singapore,2
2021-05-01,China,Taiwan,2
2021-05-01,Colombia,Aruba,2
2021-05-01,Colombia,Ecuador,2
2021-05-01,Colombia,France,1
2021-05-01,Colombia,Germany,1
2021-05-01,Colombia,Panama,6
2021-05-01,Colombia,Puerto Rico,1
2021-05-01,Colombia,Spain,2
2021-05-01,Colombia,United States,47
2021-05-01,Croatia,France,1
2021-05-01,Croatia,Germany,5
2021-05-01,Croatia,Greece,1
2021-05-01,Croatia,Netherlands,3
2021-05-01,Croatia,Qatar,1
2021-05-01,Croatia,Russia,1
2021-05-01,Croatia,Serbia,1
2021-05-01,Croatia,Slovenia,1
2021-05-01,Croatia,Switzerland,1
2021-05-01,Croatia,Ukraine,1
2021-05-01,Croatia,United Arab Emirates,1
2021-05-01,Cyprus,Bahrain,1
2021-05-01,Cyprus,Belarus,1
2021-05-01,Cyprus,Germany,3
2021-05-01,Cyprus,Greece,1
2021-05-01,Cyprus,India,1
2021-05-01,Cyprus,Israel,6
2021-05-01,Cyprus,Latvia,1
2021-05-01,Cyprus,Qatar,1
2021-05-01,Cyprus,Romania,1
2021-05-01,Cyprus,Russia,10
2021-05-01,Cyprus,Serbia,1
2021-05-01,Cyprus,Turkey,1
2021-05-01,Cyprus,Ukraine,4
2021-05-01,Cyprus,United Arab Emirates,2
2021-05-01,Cyprus,United Kingdom,1
2021-05-01,Czechia,France,1
2021-05-01,Czechia,Germany,2
2021-05-01,Czechia,Netherlands,2
2021-05-01,Czechia,Portugal,1
2021-05-01,Czechia,Qatar,1
2021-05-01,Czechia,Romania,1
2021-05-01,Czechia,Russia,3
2021-05-01,Czechia,Spain,2
2021-05-01,Czechia,Switzerland,1
2021-05-01,Czechia,Turkey,1
2021-05-01,Czechia,Ukraine,1
2021-05-01,Czechia,United Arab Emirates,3
2021-05-01,Denmark,Austria,1
2021-05-01,Denmark,Belgium,1
2021-05-01,Denmark,Finland,1
2021-05-01,Denmark,France,4
2021-05-01,Denmark,Germany,6
2021-05-01,Denmark,Italy,1
2021-05-01,Denmark,Latvia,1
2021-05-01,Denmark,Netherlands,5
2021-05-01,Denmark,Norway,2
2021-05-01,Denmark,Poland,1
2021-05-01,Denmark,Portugal,1
2021-05-01,Denmark,Qatar,1
2021-05-01,Denmark,Romania,2
2021-05-01,Denmark,Singapore,1
2021-05-01,Denmark,Spain,6
2021-05-01,Denmark,Sweden,3
2021-05-01,Denmark,Switzerland,2
2021-05-01,Denmark,Ukraine,2
2021-05-01,Denmark,United Arab Emirates,2
2021-05-01,Denmark,United Kingdom,2
2021-05-01,Denmark,United States,6
2021-05-01,Ecuador,Netherlands,1
2021-05-01,Ecuador,United States,1
2021-05-01,Egypt,Germany,1
2021-05-01,Egypt,Lebanon,1
2021-05-01,Egypt,Saudi Arabia,2
2021-05-01,Estonia,Belarus,1
2021-05-01,Estonia,Finland,2
2021-05-01,Estonia,Germany,4
2021-05-01,Estonia,Italy,1
2021-05-01,Estonia,Latvia,1
2021-05-01,Estonia,Lithuania,1
2021-05-01,Estonia,Spain,2
2021-05-01,Estonia,United Kingdom,1
2021-05-01,Finland,Denmark,1
2021-05-01,Finland,Estonia,2
2021-05-01,Finland,France,2
2021-05-01,Finland,Germany,7
2021-05-01,Finland,Hungary,1
2021-05-01,Finland,Ireland,1
2021-05-01,Finland,Japan,2
2021-05-01,Finland,Latvia,1
2021-05-01,Finland,Netherlands,1
2021-05-01,Finland,Norway,1
2021-05-01,Finland,Poland,1
2021-05-01,Finland,Qatar,1
2021-05-01,Finland,Russia,2
2021-05-01,Finland,Spain,2
2021-05-01,Finland,Sweden,1
2021-05-01,Finland,Switzerland,1
2021-05-01,Finland,United Arab Emirates,1
2021-05-01,Finland,United Kingdom,4
2021-05-01,Finland,United States,1
2021-05-01,France,Algeria,2
2021-05-01,France,Austria,2
2021-05-01,France,Belarus,1
2021-05-01,France,Belgium,4
2021-05-01,France,Brazil,2
2021-05-01,France,Canada,4
2021-05-01,France,China,1
2021-05-01,France,Colombia,1
2021-05-01,France,Czechia,1
2021-05-01,France,Denmark,2
2021-05-01,France,Egypt,1
2021-05-01,France,Finland,1
2021-05-01,France,Germany,18
2021-05-01,France,Greece,3
2021-05-01,France,Hong Kong,1
2021-05-01,France,Hungary,1
2021-05-01,France,India,5
2021-05-01,France,Ireland,1
2021-05-01,France,Israel,1
2021-05-01,France,Italy,17
2021-05-01,France,Japan,3
2021-05-01,France,Lebanon,2
2021-05-01,France,Luxembourg,6
2021-05-01,France,Malta,2
2021-05-01,France,Morocco,1
2021-05-01,France,Netherlands,12
2021-05-01,France,Norway,1
2021-05-01,France,Panama,1
2021-05-01,France,Poland,2
2021-05-01,France,Portugal,24
2021-05-01,France,Qatar,6
2021-05-01,France,Romania,2
2021-05-01,France,Russia,3
2021-05-01,France,Saudi Arabia,1
2021-05-01,France,Senegal,2
2021-05-01,France,Serbia,1
2021-05-01,France,Singapore,1
2021-05-01,France,Slovakia,1
2021-05-01,France,Slovenia,1
2021-05-01,France,South Africa,1
2021-05-01,France,Spain,47
2021-05-01,France,Sweden,1
2021-05-01,France,Switzerland,7
2021-05-01,France,Taiwan,1
2021-05-01,France,Turkey,4
2021-05-01,France,Ukraine,3
2021-05-01,France,United Arab Emirates,4
2021-05-01,France,United Kingdom,12
2021-05-01,France,United States,16
2021-05-01,French Polynesia,Canada,1
2021-05-01,Gambia,Senegal,1
2021-05-01,Gambia,Spain,1
2021-05-01,Germany,Austria,12
2021-05-01,Germany,Bahrain,3
2021-05-01,Germany,Belarus,1
2021-05-01,Germany,Belgium,7
2021-05-01,Germany,Brazil,4
2021-05-01,Germany,Bulgaria,1
2021-05-01,Germany,Canada,6
2021-05-01,Germany,China,1
2021-05-01,Germany,Croatia,5
2021-05-01,Germany,Cyprus,3
2021-05-01,Germany,Czechia,4
2021-05-01,Germany,Denmark,4
2021-05-01,Germany,Estonia,3
2021-05-01,Germany,Finland,7
2021-05-01,Germany,France,26
2021-05-01,Germany,Greece,9
2021-05-01,Germany,Hong Kong,4
2021-05-01,Germany,Hungary,3
2021-05-01,Germany,India,8
2021-05-01,Germany,Ireland,6
2021-05-01,Germany,Israel,7
2021-05-01,Germany,Italy,27
2021-05-01,Germany,Japan,4
2021-05-01,Germany,Kazakhstan,1
2021-05-01,Germany,Latvia,3
2021-05-01,Germany,Lebanon,2
2021-05-01,Germany,Lithuania,2
2021-05-01,Germany,Luxembourg,2
2021-05-01,Germany,Malta,4
2021-05-01,Germany,Netherlands,21
2021-05-01,Germany,Norway,5
2021-05-01,Germany,Poland,9
2021-05-01,Germany,Portugal,24
2021-05-01,Germany,Qatar,7
2021-05-01,Germany,Romania,8
2021-05-01,Germany,Russia,20
2021-05-01,Germany,Saudi Arabia,1
2021-05-01,Germany,Serbia,3
2021-05-01,Germany,Singapore,4
2021-05-01,Germany,Slovenia,1
2021-05-01,Germany,South Africa,3
2021-05-01,Germany,Spain,83
2021-05-01,Germany,Sweden,9
2021-05-01,Germany,Switzerland,10
2021-05-01,Germany,Taiwan,1
2021-05-01,Germany,Turkey,17
2021-05-01,Germany,Ukraine,6
2021-05-01,Germany,United Arab Emirates,7
2021-05-01,Germany,United Kingdom,28
2021-05-01,Germany,United States,37
2021-05-01,Greece,Belgium,2
2021-05-01,Greece,Cyprus,1
2021-05-01,Greece,Germany,3
2021-05-01,Greece,Italy,1
2021-05-01,Greece,Poland,1
2021-05-01,Greece,Spain,1
2021-05-01,Greece,Switzerland,2
2021-05-01,Greece,Turkey,1
2021-05-01,Greece,United Kingdom,1
2021-05-01,Guatemala,Canada,1
2021-05-01,Guatemala,Mexico,1
2021-05-01,Guatemala,Nicaragua,1
2021-05-01,Guatemala,Panama,3
2021-05-01,Guatemala,United States,6
2021-05-01,Guernsey,Switzerland,1
2021-05-01,Guernsey,United Kingdom,3
2021-05-01,Hong Kong,Australia,3
2021-05-01,Hong Kong,Bahrain,1
2021-05-01,Hong Kong,Bangladesh,2
2021-05-01,Hong Kong,Belgium,2
2021-05-01,Hong Kong,China,1
2021-05-01,Hong Kong,Germany,5
2021-05-01,Hong Kong,India,3
2021-05-01,Hong Kong,Israel,1
2021-05-01,Hong Kong,Italy,1
2021-05-01,Hong Kong,Japan,19
2021-05-01,Hong Kong,Luxembourg,2
2021-05-01,Hong Kong,Malaysia,6
2021-05-01,Hong Kong,Netherlands,1
2021-05-01,Hong Kong,Philippines,4
2021-05-01,Hong Kong,Qatar,4
2021-05-01,Hong Kong,Russia,2
2021-05-01,Hong Kong,Saudi Arabia,1
2021-05-01,Hong Kong,Singapore,10
2021-05-01,Hong Kong,South Korea,1
2021-05-01,Hong Kong,Switzerland,1
2021-05-01,Hong Kong,Taiwan,20
2021-05-01,Hong Kong,United Arab Emirates,9
2021-05-01,Hong Kong,United Kingdom,5
2021-05-01,Hong Kong,United States,16
2021-05-01,Hong Kong,Vietnam,3
2021-05-01,Hungary,Finland,1
2021-05-01,Hungary,France,1
2021-05-01,Hungary,Germany,5
2021-05-01,Hungary,Netherlands,2
2021-05-01,Hungary,Romania,1
2021-05-01,Hungary,Russia,1
2021-05-01,Hungary,Spain,1
2021-05-01,Hungary,United Kingdom,2
2021-05-01,Iceland,Netherlands,1
2021-05-01,Iceland,Spain,1
2021-05-01,Iceland,United Kingdom,1
2021-05-01,India,Bahrain,3
2021-05-01,India,Bangladesh,2
2021-05-01,India,China,1
2021-05-01,India,France,3
2021-05-01,India,Germany,8
2021-05-01,India,Hong Kong,4
2021-05-01,India,Italy,1
2021-05-01,India,Japan,1
2021-05-01,India,Kuwait,1
2021-05-01,India,Luxembourg,1
2021-05-01,India,Malaysia,3
2021-05-01,India,Malta,1
2021-05-01,India,Netherlands,2
2021-05-01,India,Norway,1
2021-05-01,India,Qatar,13
2021-05-01,India,Russia,2
2021-05-01,India,Saudi Arabia,3
2021-05-01,India,Singapore,9
2021-05-01,India,South Africa,1
2021-05-01,India,Turkey,2
2021-05-01,India,United Arab Emirates,33
2021-05-01,India,United Kingdom,5
2021-05-01,India,United States,7
2021-05-01,Indonesia,Singapore,5
2021-05-01,Indonesia,Thailand,1
2021-05-01,Iraq,Qatar,1
2021-05-01,Ireland,Belgium,3
2021-05-01,Ireland,Canada,1
2021-05-01,Ireland,Estonia,1
2021-05-01,Ireland,Finland,1
2021-05-01,Ireland,France,4
2021-05-01,Ireland,Germany,6
2021-05-01,Ireland,Netherlands,3
2021-05-01,Ireland,Portugal,2
2021-05-01,Ireland,Spain,1
2021-05-01,Ireland,Switzerland,1
2021-05-01,Ireland,United Arab Emirates,1
2021-05-01,Ireland,United Kingdom,11
2021-05-01,Ireland,United States,8
2021-05-01,Isle of Man,United Kingdom,2
2021-05-01,Israel,Austria,1
2021-05-01,Israel,Belarus,1
2021-05-01,Israel,Belgium,3
2021-05-01,Israel,Cyprus,3
2021-05-01,Israel,Czechia,1
2021-05-01,Israel,France,1
2021-05-01,Israel,Germany,6
2021-05-01,Israel,Netherlands,2
2021-05-01,Israel,Poland,2
2021-05-01,Israel,Romania,1
2021-05-01,Israel,Russia,1
2021-05-01,Israel,Turkey,6
2021-05-01,Israel,Ukraine,4
2021-05-01,Israel,United Arab Emirates,3
2021-05-01,Israel,United Kingdom,1
2021-05-01,Israel,United States,2
2021-05-01,Italy,Austria,4
2021-05-01,Italy,Belarus,1
2021-05-01,Italy,Belgium,3
2021-05-01,Italy,Brazil,1
2021-05-01,Italy,Canada,1
2021-05-01,Italy,Estonia,2
2021-05-01,Italy,France,17
2021-05-01,Italy,Germany,33
2021-05-01,Italy,Greece,1
2021-05-01,Italy,Israel,1
2021-05-01,Italy,Japan,3
2021-05-01,Italy,Luxembourg,1
2021-05-01,Italy,Malta,1
2021-05-01,Italy,Netherlands,16
2021-05-01,Italy,Poland,1
2021-05-01,Italy,Portugal,6
2021-05-01,Italy,Qatar,6
2021-05-01,Italy,Romania,3
2021-05-01,Italy,Russia,7
2021-05-01,Italy,Saudi Arabia,1
2021-05-01,Italy,Senegal,1
2021-05-01,Italy,Singapore,1
2021-05-01,Italy,Spain,20
2021-05-01,Italy,Switzerland,6
2021-05-01,Italy,Turkey,2
2021-05-01,Italy,Ukraine,2
2021-05-01,Italy,United Arab Emirates,1
2021-05-01,Italy,United Kingdom,18
2021-05-01,Italy,United States,10
2021-05-01,Japan,Australia,2
2021-05-01,Japan,Belgium,2
2021-05-01,Japan,Canada,2
2021-05-01,Japan,China,1
2021-05-01,Japan,Finland,3
2021-05-01,Japan,France,4
2021-05-01,Japan,Germany,4
2021-05-01,Japan,Hong Kong,12
2021-05-01,Japan,India,2
2021-05-01,Japan,Indonesia,1
2021-05-01,Japan,Malaysia,3
2021-05-01,Japan,Netherlands,4
2021-05-01,Japan,New Zealand,1
2021-05-01,Japan,Philippines,9
2021-05-01,Japan,Qatar,1
2021-05-01,Japan,Russia,1
2021-05-01,Japan,Singapore,7
2021-05-01,Japan,South Korea,4
2021-05-01,Japan,Taiwan,20
2021-05-01,Japan,Thailand,1
2021-05-01,Japan,United Arab Emirates,4
2021-05-01,Japan,United Kingdom,3
2021-05-01,Japan,United States,35
2021-05-01,Japan,Vietnam,2
2021-05-01,Jersey,Switzerland,1
2021-05-01,Jersey,United Kingdom,7
2021-05-01,Kazakhstan,Belgium,1
2021-05-01,Kazakhstan,Germany,1
2021-05-01,Kazakhstan,Hong Kong,1
2021-05-01,Kazakhstan,Russia,3
2021-05-01,Kazakhstan,Spain,1
2021-05-01,Kazakhstan,Turkey,1
2021-05-01,Kazakhstan,Ukraine,2
2021-05-01,Kazakhstan,United Arab Emirates,3
2021-05-01,Kazakhstan,United Kingdom,1
2021-05-01,Kazakhstan,Uzbekistan,2
2021-05-01,Kenya,Belgium,1
2021-05-01,Kenya,India,1
2021-05-01,Kuwait,Bahrain,6
2021-05-01,Kuwait,Bangladesh,1
2021-05-01,Kuwait,Germany,1
2021-05-01,Kuwait,Greece,1
2021-05-01,Kuwait,India,1
2021-05-01,Kuwait,Lebanon,2
2021-05-01,Kuwait,Qatar,5
2021-05-01,Kuwait,Saudi Arabia,1
2021-05-01,Kuwait,Turkey,1
2021-05-01,Kuwait,United Arab Emirates,7
2021-05-01,Kyrgyzstan,Russia,1
2021-05-01,Latvia,Belarus,1
2021-05-01,Latvia,Cyprus,1
2021-05-01,Latvia,Denmark,1
2021-05-01,Latvia,Estonia,1
2021-05-01,Latvia,Finland,1
2021-05-01,Latvia,France,1
2021-05-01,Latvia,Germany,3
2021-05-01,Latvia,Italy,1
2021-05-01,Latvia,Lithuania,2
2021-05-01,Latvia,Malta,1
2021-05-01,Latvia,Netherlands,1
2021-05-01,Latvia,Norway,1
2021-05-01,Latvia,Russia,7
2021-05-01,Latvia,Spain,4
2021-05-01,Latvia,Ukraine,2
2021-05-01,Latvia,United Kingdom,2
2021-05-01,Lebanon,Belgium,1
2021-05-01,Lebanon,France,2
2021-05-01,Lebanon,Germany,3
2021-05-01,Lebanon,Kuwait,1
2021-05-01,Lebanon,Qatar,4
2021-05-01,Lebanon,Saudi Arabia,1
2021-05-01,Lebanon,Senegal,1
2021-05-01,Lebanon,Turkey,1
2021-05-01,Lebanon,United Arab Emirates,6
2021-05-01,Lebanon,United Kingdom,1
2021-05-01,Lithuania,Belarus,4
2021-05-01,Lithuania,Czechia,1
2021-05-01,Lithuania,Germany,2
2021-05-01,Lithuania,Latvia,2
2021-05-01,Lithuania,Poland,2
2021-05-01,Lithuania,Russia,6
2021-05-01,Lithuania,Sweden,1
2021-05-01,Lithuania,Ukraine,4
2021-05-01,Luxembourg,Brazil,1
2021-05-01,Luxembourg,France,5
2021-05-01,Luxembourg,Germany,2
2021-05-01,Luxembourg,Italy,3
2021-05-01,Luxembourg,Malta,1
2021-05-01,Luxembourg,Netherlands,1
2021-05-01,Luxembourg,Portugal,4
2021-05-01,Luxembourg,Qatar,2
2021-05-01,Luxembourg,Singapore,1
2021-05-01,Luxembourg,South Africa,1
2021-05-01,Luxembourg,Spain,4
2021-05-01,Luxembourg,Switzerland,1
2021-05-01,Luxembourg,United Arab Emirates,2
2021-05-01,Luxembourg,United States,1
2021-05-01,Macau,China,1
2021-05-01,Macau,Singapore,1
2021-05-01,Macau,Taiwan,2
2021-05-01,Malaysia,Australia,4
2021-05-01,Malaysia,China,2
2021-05-01,Malaysia,Hong Kong,7
2021-05-01,Malaysia,India,3
2021-05-01,Malaysia,Japan,2
2021-05-01,Malaysia,New Zealand,1
2021-05-01,Malaysia,Qatar,2
2021-05-01,Malaysia,Saudi Arabia,1
2021-05-01,Malaysia,Singapore,5
2021-05-01,Malaysia,South Korea,2
2021-05-01,Malaysia,Taiwan,5
2021-05-01,Malaysia,Thailand,2
2021-05-01,Malaysia,United Arab Emirates,4
2021-05-01,Malaysia,United Kingdom,2
2021-05-01,Malaysia,Vietnam,3
2021-05-01,Malta,Czechia,1
2021-05-01,Malta,France,2
2021-05-01,Malta,Germany,2
2021-05-01,Malta,Italy,1
2021-05-01,Malta,Luxembourg,1
2021-05-01,Malta,Netherlands,1
2021-05-01,Malta,Slovenia,1
2021-05-01,Malta,Spain,1
2021-05-01,Malta,United States,1
2021-05-01,Mauritania,Morocco,1
2021-05-01,Mauritania,Senegal,2
2021-05-01,Mexico,Brazil,1
2021-05-01,Mexico,Colombia,1
2021-05-01,Mexico,Portugal,1
2021-05-01,Mexico,Spain,1
2021-05-01,Mexico,United States,24
2021-05-01,Morocco,Algeria,1
2021-05-01,Morocco,France,1
2021-05-01,Morocco,Mauritania,1
2021-05-01,Morocco,Qatar,1
2021-05-01,Morocco,Senegal,3
2021-05-01,Morocco,Spain,1
2021-05-01,Morocco,United Arab Emirates,1
2021-05-01,Morocco,United States,3
2021-05-01,Netherlands,Aruba,1
2021-05-01,Netherlands,Austria,4
2021-05-01,Netherlands,Belarus,1
2021-05-01,Netherlands,Belgium,5
2021-05-01,Netherlands,Brazil,3
2021-05-01,Netherlands,Bulgaria,1
2021-05-01,Netherlands,Canada,3
2021-05-01,Netherlands,Colombia,1
2021-05-01,Netherlands,Croatia,3
2021-05-01,Netherlands,Czechia,3
2021-05-01,Netherlands,Denmark,5
2021-05-01,Netherlands,Ecuador,1
2021-05-01,Netherlands,Finland,1
2021-05-01,Netherlands,France,13
2021-05-01,Netherlands,Germany,24
2021-05-01,Netherlands,Greece,3
2021-05-01,Netherlands,Hungary,2
2021-05-01,Netherlands,India,1
2021-05-01,Netherlands,Ireland,3
2021-05-01,Netherlands,Israel,1
2021-05-01,Netherlands,Italy,16
2021-05-01,Netherlands,Japan,1
2021-05-01,Netherlands,Kuwait,1
2021-05-01,Netherlands,Latvia,1
2021-05-01,Netherlands,Luxembourg,2
2021-05-01,Netherlands,Malta,1
2021-05-01,Netherlands,Norway,4
2021-05-01,Netherlands,Panama,1
2021-05-01,Netherlands,Peru,1
2021-05-01,Netherlands,Poland,8
2021-05-01,Netherlands,Portugal,10
2021-05-01,Netherlands,Qatar,1
2021-05-01,Netherlands,Romania,4
2021-05-01,Netherlands,Russia,4
2021-05-01,Netherlands,Serbia,1
2021-05-01,Netherlands,Singapore,2
2021-05-01,Netherlands,South Africa,2
2021-05-01,Netherlands,Spain,34
2021-05-01,Netherlands,Sweden,3
2021-05-01,Netherlands,Switzerland,7
2021-05-01,Netherlands,Taiwan,1
2021-05-01,Netherlands,Turkey,5
2021-05-01,Netherlands,Ukraine,2
2021-05-01,Netherlands,United Arab Emirates,5
2021-05-01,Netherlands,United Kingdom,14
2021-05-01,Netherlands,United States,25
2021-05-01,New Zealand,Australia,28
2021-05-01,New Zealand,Hong Kong,1
2021-05-01,New Zealand,Singapore,2
2021-05-01,New Zealand,Taiwan,1
2021-05-01,New Zealand,United States,1
2021-05-01,Nicaragua,United States,3
2021-05-01,Norway,Canada,1
2021-05-01,Norway,Denmark,2
2021-05-01,Norway,France,1
2021-05-01,Norway,Germany,4
2021-05-01,Norway,Israel,1
2021-05-01,Norway,Latvia,1
2021-05-01,Norway,Netherlands,3
2021-05-01,Norway,Poland,5
2021-05-01,Norway,Qatar,3
2021-05-01,Norway,Russia,1
2021-05-01,Norway,Spain,2
2021-05-01,Norway,Sweden,3
2021-05-01,Norway,Ukraine,1
2021-05-01,Norway,United Arab Emirates,1
2021-05-01,Pakistan,United Arab Emirates,4
2021-05-01,Panama,Aruba,1
2021-05-01,Panama,Brazil,2
2021-05-01,Panama,Canada,1
2021-05-01,Panama,Colombia,4
2021-05-01,Panama,Ecuador,1
2021-05-01,Panama,Guatemala,2
2021-05-01,Panama,Netherlands,3
2021-05-01,Panama,Puerto Rico,1
2021-05-01,Panama,United States,19
2021-05-01,Philippines,China,1
2021-05-01,Philippines,France,1
2021-05-01,Philippines,Hong Kong,1
2021-05-01,Philippines,Japan,1
2021-05-01,Philippines,Singapore,3
2021-05-01,Philippines,Thailand,1
2021-05-01,Philippines,United States,1
2021-05-01,Poland,Belarus,1
2021-05-01,Poland,Belgium,2
2021-05-01,Poland,Canada,1
2021-05-01,Poland,Croatia,1
2021-05-01,Poland,Czechia,1
2021-05-01,Poland,Denmark,1
2021-05-01,Poland,Estonia,1
2021-05-01,Poland,Finland,1
2021-05-01,Poland,France,3
2021-05-01,Poland,Germany,13
2021-05-01,Poland,Greece,3
2021-05-01,Poland,Hungary,1
2021-05-01,Poland,Israel,2
2021-05-01,Poland,Italy,2
2021-05-01,Poland,Japan,1
2021-05-01,Poland,Latvia,1
2021-05-01,Poland,Lithuania,2
2021-05-01,Poland,Netherlands,9
2021-05-01,Poland,Norway,5
2021-05-01,Poland,Portugal,1
2021-05-01,Poland,Qatar,1
2021-05-01,Poland,Romania,1
2021-05-01,Poland,Russia,2
2021-05-01,Poland,Serbia,1
2021-05-01,Poland,Slovenia,1
2021-05-01,Poland,Spain,6
2021-05-01,Poland,Sweden,3
2021-05-01,Poland,Switzerland,4
