day,origin_country,destination_country,flight_count
2021-01-01,Hungary,Germany,2
2021-01-01,Hungary,Ireland,1
2021-01-01,Hungary,Luxembourg,1
2021-01-01,Hungary,Netherlands,2
2021-01-01,Hungary,Poland,1
2021-01-01,Hungary,Qatar,1
2021-01-01,Hungary,Serbia,1
2021-01-01,Hungary,Sweden,1
2021-01-01,Hungary,Switzerland,1
2021-01-01,Hungary,Turkey,1
2021-01-01,Hungary,United Kingdom,1
2021-01-01,Iceland,Poland,1
2021-01-01,India,Australia,2
2021-01-01,India,Bahrain,3
2021-01-01,India,Belgium,2
2021-01-01,India,Canada,3
2021-01-01,India,China,1
2021-01-01,India,France,1
2021-01-01,India,Germany,6
2021-01-01,India,Hong Kong,10
2021-01-01,India,Netherlands,2
2021-01-01,India,Qatar,17
2021-01-01,India,Saudi Arabia,3
2021-01-01,India,Singapore,8
2021-01-01,India,Sweden,1
2021-01-01,India,Taiwan,1
2021-01-01,India,Turkey,2
2021-01-01,India,United Arab Emirates,49
2021-01-01,India,United Kingdom,1
2021-01-01,India,United States,8
2021-01-01,Indonesia,Hong Kong,1
2021-01-01,Indonesia,Japan,2
2021-01-01,Indonesia,Malaysia,1
2021-01-01,Indonesia,Singapore,3
2021-01-01,Ireland,Denmark,2
2021-01-01,Ireland,France,3
2021-01-01,Ireland,Germany,6
2021-01-01,Ireland,Hungary,1
2021-01-01,Ireland,Latvia,1
2021-01-01,Ireland,Luxembourg,1
2021-01-01,Ireland,Malta,1
2021-01-01,Ireland,Netherlands,5
2021-01-01,Ireland,Poland,5
2021-01-01,Ireland,Portugal,3
2021-01-01,Ireland,Qatar,1
2021-01-01,Ireland,Romania,1
2021-01-01,Ireland,Spain,4
2021-01-01,Ireland,Switzerland,1
2021-01-01,Ireland,United Arab Emirates,1
2021-01-01,Ireland,United Kingdom,28
2021-01-01,Ireland,United States,6
2021-01-01,Israel,Belgium,3
2021-01-01,Israel,China,1
2021-01-01,Israel,Switzerland,1
2021-01-01,Israel,Turkey,4
2021-01-01,Israel,United Arab Emirates,2
2021-01-01,Israel,United Kingdom,1
2021-01-01,Israel,United States,4
2021-01-01,Italy,Austria,1
2021-01-01,Italy,Belgium,4
2021-01-01,Italy,France,7
2021-01-01,Italy,Germany,3
2021-01-01,Italy,Hungary,1
2021-01-01,Italy,Luxembourg,3
2021-01-01,Italy,Morocco,4
2021-01-01,Italy,Netherlands,8
2021-01-01,Italy,Poland,2
2021-01-01,Italy,Portugal,2
2021-01-01,Italy,Qatar,4
2021-01-01,Italy,South Korea,1
2021-01-01,Italy,Spain,7
2021-01-01,Italy,Switzerland,1
2021-01-01,Italy,Turkey,1
2021-01-01,Italy,United Arab Emirates,2
2021-01-01,Italy,United Kingdom,4
2021-01-01,Japan,Australia,3
2021-01-01,Japan,Belgium,1
2021-01-01,Japan,Canada,2
2021-01-01,Japan,China,1
2021-01-01,Japan,France,4
2021-01-01,Japan,Germany,5
2021-01-01,Japan,Hong Kong,11
2021-01-01,Japan,Malaysia,1
2021-01-01,Japan,Mexico,1
2021-01-01,Japan,Netherlands,1
2021-01-01,Japan,New Zealand,1
2021-01-01,Japan,Philippines,3
2021-01-01,Japan,Qatar,1
2021-01-01,Japan,Russia,1
2021-01-01,Japan,Singapore,7
2021-01-01,Japan,South Korea,8
2021-01-01,Japan,Taiwan,11
2021-01-01,Japan,United Arab Emirates,1
2021-01-01,Japan,United Kingdom,1
2021-01-01,Japan,United States,27
2021-01-01,Japan,Vietnam,4
2021-01-01,Jersey,United Kingdom,2
2021-01-01,Kazakhstan,Germany,1
2021-01-01,Kazakhstan,Russia,2
2021-01-01,Kazakhstan,Turkey,1
2021-01-01,Kazakhstan,United Arab Emirates,3
2021-01-01,Latvia,Cyprus,1
2021-01-01,Latvia,Denmark,1
2021-01-01,Latvia,Estonia,2
2021-01-01,Latvia,France,1
2021-01-01,Latvia,Germany,1
2021-01-01,Latvia,Ireland,1
2021-01-01,Latvia,Lithuania,1
2021-01-01,Latvia,Netherlands,1
2021-01-01,Latvia,Norway,1
2021-01-01,Latvia,Russia,2
2021-01-01,Latvia,Ukraine,1
2021-01-01,Lebanon,France,2
2021-01-01,Lebanon,Germany,2
2021-01-01,Lebanon,Qatar,2
2021-01-01,Lebanon,Turkey,1
2021-01-01,Lebanon,United Arab Emirates,7
2021-01-01,Lebanon,United Kingdom,1
2021-01-01,Lithuania,Belarus,1
2021-01-01,Lithuania,Ireland,1
2021-01-01,Lithuania,Latvia,1
2021-01-01,Lithuania,Netherlands,2
2021-01-01,Lithuania,Norway,2
2021-01-01,Lithuania,Poland,1
2021-01-01,Lithuania,United Kingdom,7
2021-01-01,Luxembourg,Austria,1
2021-01-01,Luxembourg,Brazil,2
2021-01-01,Luxembourg,France,4
2021-01-01,Luxembourg,Germany,1
2021-01-01,Luxembourg,Iceland,1
2021-01-01,Luxembourg,India,1
2021-01-01,Luxembourg,Ireland,1
2021-01-01,Luxembourg,Italy,4
2021-01-01,Luxembourg,Malaysia,1
2021-01-01,Luxembourg,Mexico,1
2021-01-01,Luxembourg,Netherlands,1
2021-01-01,Luxembourg,Poland,1
2021-01-01,Luxembourg,Portugal,8
2021-01-01,Luxembourg,Qatar,1
2021-01-01,Luxembourg,Saudi Arabia,1
2021-01-01,Luxembourg,Spain,1
2021-01-01,Luxembourg,Sweden,1
2021-01-01,Luxembourg,United Arab Emirates,3
2021-01-01,Luxembourg,United States,2
2021-01-01,Macau,India,1
2021-01-01,Macau,Taiwan,3
2021-01-01,Malaysia,Australia,2
2021-01-01,Malaysia,Brunei,2
2021-01-01,Malaysia,Hong Kong,6
2021-01-01,Malaysia,New Zealand,2
2021-01-01,Malaysia,Qatar,3
2021-01-01,Malaysia,Singapore,5
2021-01-01,Malaysia,South Korea,3
2021-01-01,Malaysia,Taiwan,3
2021-01-01,Malaysia,United Arab Emirates,3
2021-01-01,Malta,Belgium,1
2021-01-01,Malta,France,2
2021-01-01,Malta,Ireland,1
2021-01-01,Malta,Lebanon,1
2021-01-01,Malta,United Arab Emirates,1
2021-01-01,Mexico,Brazil,2
2021-01-01,Mexico,Canada,2
2021-01-01,Mexico,Colombia,2
2021-01-01,Mexico,Costa Rica,1
2021-01-01,Mexico,Germany,1
2021-01-01,Mexico,Guatemala,3
2021-01-01,Mexico,Netherlands,2
2021-01-01,Mexico,Panama,2
2021-01-01,Mexico,South Korea,1
2021-01-01,Mexico,Spain,2
2021-01-01,Mexico,United States,56
2021-01-01,Morocco,Belgium,3
2021-01-01,Morocco,Canada,1
2021-01-01,Morocco,France,16
2021-01-01,Morocco,Germany,1
2021-01-01,Morocco,Italy,4
2021-01-01,Morocco,Netherlands,1
2021-01-01,Morocco,Portugal,1
2021-01-01,Morocco,Qatar,1
2021-01-01,Morocco,Russia,1
2021-01-01,Morocco,Spain,5
2021-01-01,Morocco,Switzerland,1
2021-01-01,Morocco,United Arab Emirates,3
2021-01-01,Morocco,United States,2
2021-01-01,Netherlands,Austria,2
2021-01-01,Netherlands,Belgium,1
2021-01-01,Netherlands,Brazil,2
2021-01-01,Netherlands,Canada,3
2021-01-01,Netherlands,China,2
2021-01-01,Netherlands,Croatia,2
2021-01-01,Netherlands,Czechia,3
2021-01-01,Netherlands,Denmark,5
2021-01-01,Netherlands,Estonia,1
2021-01-01,Netherlands,France,12
2021-01-01,Netherlands,Germany,15
2021-01-01,Netherlands,Hong Kong,2
2021-01-01,Netherlands,Hungary,1
2021-01-01,Netherlands,India,2
2021-01-01,Netherlands,Ireland,5
2021-01-01,Netherlands,Italy,9
2021-01-01,Netherlands,Japan,1
2021-01-01,Netherlands,Latvia,1
2021-01-01,Netherlands,Lithuania,2
2021-01-01,Netherlands,Luxembourg,2
2021-01-01,Netherlands,Mexico,1
2021-01-01,Netherlands,Morocco,1
2021-01-01,Netherlands,Norway,5
2021-01-01,Netherlands,Panama,1
2021-01-01,Netherlands,Peru,1
2021-01-01,Netherlands,Philippines,1
2021-01-01,Netherlands,Poland,10
2021-01-01,Netherlands,Portugal,8
2021-01-01,Netherlands,Qatar,3
2021-01-01,Netherlands,Romania,1
2021-01-01,Netherlands,Russia,2
2021-01-01,Netherlands,Saudi Arabia,1
2021-01-01,Netherlands,Serbia,1
2021-01-01,Netherlands,Singapore,2
2021-01-01,Netherlands,South Africa,3
2021-01-01,Netherlands,South Korea,4
2021-01-01,Netherlands,Spain,11
2021-01-01,Netherlands,Sweden,5
2021-01-01,Netherlands,Switzerland,5
2021-01-01,Netherlands,Taiwan,2
2021-01-01,Netherlands,Turkey,4
2021-01-01,Netherlands,Ukraine,2
2021-01-01,Netherlands,United Arab Emirates,6
2021-01-01,Netherlands,United Kingdom,13
2021-01-01,Netherlands,United States,16
2021-01-01,New Zealand,Australia,5
2021-01-01,New Zealand,Hong Kong,1
2021-01-01,New Zealand,Singapore,1
2021-01-01,New Zealand,South Korea,1
2021-01-01,New Zealand,United States,1
2021-01-01,Nicaragua,United States,1
2021-01-01,Norway,Denmark,4
2021-01-01,Norway,Germany,1
2021-01-01,Norway,Latvia,1
2021-01-01,Norway,Lithuania,2
2021-01-01,Norway,Netherlands,3
2021-01-01,Norway,Poland,3
2021-01-01,Norway,Qatar,1
2021-01-01,Norway,Serbia,1
2021-01-01,Norway,Sweden,2
2021-01-01,Norway,Turkey,1
2021-01-01,Norway,United Arab Emirates,1
2021-01-01,Norway,United Kingdom,1
2021-01-01,Pakistan,Saudi Arabia,1
2021-01-01,Pakistan,United Arab Emirates,5
2021-01-01,Panama,Brazil,3
2021-01-01,Panama,Canada,1
2021-01-01,Panama,Colombia,2
2021-01-01,Panama,Costa Rica,3
2021-01-01,Panama,Guatemala,1
2021-01-01,Panama,Mexico,2
2021-01-01,Panama,Netherlands,1
2021-01-01,Panama,United States,7
2021-01-01,Peru,United States,1
2021-01-01,Philippines,Australia,1
2021-01-01,Philippines,China,1
2021-01-01,Philippines,Hong Kong,3
2021-01-01,Philippines,Japan,1
2021-01-01,Philippines,Qatar,1
2021-01-01,Philippines,Saudi Arabia,1
2021-01-01,Philippines,Singapore,2
2021-01-01,Philippines,South Korea,1
2021-01-01,Philippines,Taiwan,3
2021-01-01,Philippines,United Arab Emirates,3
2021-01-01,Poland,Austria,1
2021-01-01,Poland,Belgium,2
2021-01-01,Poland,Croatia,1
2021-01-01,Poland,Czechia,1
2021-01-01,Poland,Denmark,1
2021-01-01,Poland,Estonia,1
2021-01-01,Poland,France,3
2021-01-01,Poland,Germany,2
2021-01-01,Poland,Hungary,1
2021-01-01,Poland,Iceland,1
2021-01-01,Poland,Ireland,5
2021-01-01,Poland,Italy,2
2021-01-01,Poland,Lithuania,2
2021-01-01,Poland,Luxembourg,1
2021-01-01,Poland,Netherlands,9
2021-01-01,Poland,Norway,3
2021-01-01,Poland,Portugal,1
2021-01-01,Poland,Qatar,1
2021-01-01,Poland,Romania,1
2021-01-01,Poland,Russia,2
2021-01-01,Poland,Spain,1
2021-01-01,Poland,Sweden,3
2021-01-01,Poland,Switzerland,2
2021-01-01,Poland,Ukraine,3
2021-01-01,Poland,United Arab Emirates,1
2021-01-01,Poland,United Kingdom,4
2021-01-01,Portugal,Austria,1
2021-01-01,Portugal,Belgium,3
2021-01-01,Portugal,Brazil,4
2021-01-01,Portugal,France,27
2021-01-01,Portugal,Germany,6
2021-01-01,Portugal,Ireland,3
2021-01-01,Portugal,Italy,2
2021-01-01,Portugal,Luxembourg,8
2021-01-01,Portugal,Morocco,1
2021-01-01,Portugal,Netherlands,7
2021-01-01,Portugal,Poland,1
2021-01-01,Portugal,Puerto Rico,1
2021-01-01,Portugal,Spain,7
2021-01-01,Portugal,Switzerland,11
2021-01-01,Portugal,United Kingdom,12
2021-01-01,Portugal,United States,1
2021-01-01,Puerto Rico,United States,64
2021-01-01,Qatar,Australia,4
2021-01-01,Qatar,Austria,1
2021-01-01,Qatar,Belgium,2
2021-01-01,Qatar,Brazil,1
2021-01-01,Qatar,Canada,1
2021-01-01,Qatar,Czechia,1
2021-01-01,Qatar,Denmark,1
2021-01-01,Qatar,Finland,1
2021-01-01,Qatar,France,3
2021-01-01,Qatar,Germany,6
2021-01-01,Qatar,Hong Kong,3
2021-01-01,Qatar,Hungary,1
2021-01-01,Qatar,India,11
2021-01-01,Qatar,Italy,3
2021-01-01,Qatar,Japan,1
2021-01-01,Qatar,Lebanon,2
2021-01-01,Qatar,Luxembourg,2
2021-01-01,Qatar,Malaysia,2
2021-01-01,Qatar,Morocco,1
2021-01-01,Qatar,Netherlands,5
2021-01-01,Qatar,Norway,1
2021-01-01,Qatar,Philippines,2
2021-01-01,Qatar,Poland,1
2021-01-01,Qatar,Romania,1
2021-01-01,Qatar,Russia,1
2021-01-01,Qatar,Serbia,1
2021-01-01,Qatar,Singapore,2
2021-01-01,Qatar,South Africa,4
2021-01-01,Qatar,South Korea,2
2021-01-01,Qatar,Spain,1
2021-01-01,Qatar,Sweden,1
2021-01-01,Qatar,Turkey,2
2021-01-01,Qatar,Ukraine,1
2021-01-01,Qatar,United Kingdom,10
2021-01-01,Qatar,United States,8
2021-01-01,Qatar,Vietnam,1
2021-01-01,Romania,Belgium,1
2021-01-01,Romania,France,1
2021-01-01,Romania,Germany,1
2021-01-01,Romania,Hungary,1
2021-01-01,Romania,Ireland,1
2021-01-01,Romania,Netherlands,1
2021-01-01,Romania,Poland,1
2021-01-01,Romania,Qatar,1
2021-01-01,Romania,Switzerland,1
2021-01-01,Romania,Turkey,1
2021-01-01,Russia,Austria,1
2021-01-01,Russia,Belarus,1
2021-01-01,Russia,Finland,1
2021-01-01,Russia,France,1
2021-01-01,Russia,Germany,7
2021-01-01,Russia,Hong Kong,2
2021-01-01,Russia,Latvia,1
2021-01-01,Russia,Luxembourg,1
2021-01-01,Russia,Morocco,1
2021-01-01,Russia,Netherlands,1
2021-01-01,Russia,Portugal,1
2021-01-01,Russia,Serbia,1
2021-01-01,Russia,South Korea,1
2021-01-01,Russia,Spain,1
2021-01-01,Russia,Switzerland,4
2021-01-01,Russia,Turkey,3
2021-01-01,Russia,Ukraine,31
2021-01-01,Russia,United Arab Emirates,15
2021-01-01,Russia,United Kingdom,1
2021-01-01,Russia,United States,2
2021-01-01,Saint Lucia,Barbados,2
2021-01-01,Saint Lucia,United States,3
2021-01-01,Saint Vincent and the Grenadines,Barbados,2
2021-01-01,Saint Vincent and the Grenadines,Puerto Rico,1
2021-01-01,Saint Vincent and the Grenadines,Saint Lucia,1
2021-01-01,Saint Vincent and the Grenadines,Sweden,1
2021-01-01,Saudi Arabia,India,1
2021-01-01,Saudi Arabia,Malaysia,1
2021-01-01,Serbia,Czechia,1
2021-01-01,Serbia,Denmark,1
2021-01-01,Serbia,France,1
2021-01-01,Serbia,Netherlands,1
2021-01-01,Serbia,Norway,1
2021-01-01,Serbia,Qatar,1
2021-01-01,Serbia,Russia,4
2021-01-01,Serbia,Sweden,1
2021-01-01,Serbia,Switzerland,2
2021-01-01,Serbia,Turkey,2
2021-01-01,Serbia,United Kingdom,1
2021-01-01,Singapore,Australia,9
2021-01-01,Singapore,Austria,1
2021-01-01,Singapore,Brunei,2
2021-01-01,Singapore,China,3
2021-01-01,Singapore,Denmark,1
2021-01-01,Singapore,France,1
2021-01-01,Singapore,Hong Kong,9
2021-01-01,Singapore,India,11
2021-01-01,Singapore,Italy,1
2021-01-01,Singapore,Japan,2
2021-01-01,Singapore,Malaysia,5
2021-01-01,Singapore,Netherlands,2
2021-01-01,Singapore,New Zealand,2
2021-01-01,Singapore,Philippines,3
2021-01-01,Singapore,Qatar,2
2021-01-01,Singapore,South Korea,2
2021-01-01,Singapore,Switzerland,1
2021-01-01,Singapore,Taiwan,5
2021-01-01,Singapore,United Arab Emirates,1
2021-01-01,Singapore,United Kingdom,2
2021-01-01,Singapore,United States,2
2021-01-01,Singapore,Vietnam,2
2021-01-01,Slovakia,United Kingdom,3
2021-01-01,Slovenia,Austria,1
2021-01-01,South Africa,France,1
2021-01-01,South Africa,Germany,1
2021-01-01,South Africa,India,1
2021-01-01,South Africa,Italy,1
2021-01-01,South Africa,Netherlands,2
2021-01-01,South Africa,Qatar,2
2021-01-01,South Africa,Singapore,1
2021-01-01,South Africa,Switzerland,1
2021-01-01,South Africa,United Arab Emirates,4
2021-01-01,South Africa,United Kingdom,1
2021-01-01,South Korea,Australia,1
2021-01-01,South Korea,Austria,1
2021-01-01,South Korea,Canada,2
2021-01-01,South Korea,China,4
2021-01-01,South Korea,France,1
2021-01-01,South Korea,Germany,3
2021-01-01,South Korea,Hong Kong,13
